Date,Year,Quarter,UK Region,LAD Code,Local Authority,Resettlement Scheme,Persons
2017-12-31,2017,4,East Midlands,E07000129,Blaby,Vulnerable Persons Resettlement Scheme,5
2017-12-31,2017,4,East Midlands,E07000132,Hinckley and Bosworth,Vulnerable Persons Resettlement Scheme,9
2017-12-31,2017,4,East Midlands,E06000016,Leicester,Vulnerable Persons Resettlement Scheme,6
2017-12-31,2017,4,East Midlands,E07000134,North West Leicestershire,Vulnerable Persons Resettlement Scheme,8
2017-12-31,2017,4,East Midlands,E07000135,Oadby and Wigston,Vulnerable Children Resettlement Scheme,2
2017-12-31,2017,4,East of England,E07000066,Basildon,Vulnerable Children Resettlement Scheme,4
2017-12-31,2017,4,East of England,E06000055,Bedford,Vulnerable Children Resettlement Scheme,4
2017-12-31,2017,4,East of England,E07000008,Cambridge,Vulnerable Children Resettlement Scheme,10
2017-12-31,2017,4,East of England,E07000008,Cambridge,Vulnerable Persons Resettlement Scheme,10
2017-12-31,2017,4,East of England,E07000072,Epping Forest,Vulnerable Persons Resettlement Scheme,6
2017-12-31,2017,4,East of England,E07000074,Maldon,Vulnerable Persons Resettlement Scheme,6
2017-12-31,2017,4,East of England,E07000099,North Hertfordshire,Vulnerable Persons Resettlement Scheme,10
2017-12-31,2017,4,East of England,E07000148,Norwich,Vulnerable Persons Resettlement Scheme,8
2017-12-31,2017,4,East of England,E07000240,St Albans,Vulnerable Persons Resettlement Scheme,5
2017-12-31,2017,4,East of England,E07000077,Uttlesford,Vulnerable Persons Resettlement Scheme,5
2017-12-31,2017,4,London,E09000005,Brent,Vulnerable Persons Resettlement Scheme,11
2017-12-31,2017,4,London,E09000007,Camden,Vulnerable Children Resettlement Scheme,3
2017-12-31,2017,4,London,E09000011,Greenwich,Vulnerable Persons Resettlement Scheme,9
2017-12-31,2017,4,London,E09000012,Hackney,Vulnerable Persons Resettlement Scheme,5
2017-12-31,2017,4,London,E09000013,Hammersmith and Fulham,Vulnerable Persons Resettlement Scheme,4
2017-12-31,2017,4,London,E09000014,Haringey,Vulnerable Persons Resettlement Scheme,12
2017-12-31,2017,4,London,E09000018,Hounslow,Vulnerable Persons Resettlement Scheme,8
2017-12-31,2017,4,London,E09000021,Kingston upon Thames,Vulnerable Persons Resettlement Scheme,4
2017-12-31,2017,4,London,E09000022,Lambeth,Vulnerable Persons Resettlement Scheme,9
2017-12-31,2017,4,London,E09000023,Lewisham,Vulnerable Persons Resettlement Scheme,24
2017-12-31,2017,4,London,E09000030,Tower Hamlets,Vulnerable Persons Resettlement Scheme,4
2017-12-31,2017,4,London,E09000031,Waltham Forest,Vulnerable Persons Resettlement Scheme,13
2017-12-31,2017,4,London,E09000032,Wandsworth,Vulnerable Persons Resettlement Scheme,3
2017-12-31,2017,4,North East,E06000047,County Durham,Vulnerable Children Resettlement Scheme,4
2017-12-31,2017,4,North East,E06000047,County Durham,Vulnerable Persons Resettlement Scheme,25
2017-12-31,2017,4,North East,E06000005,Darlington,Vulnerable Persons Resettlement Scheme,6
2017-12-31,2017,4,North East,E08000037,Gateshead,Vulnerable Persons Resettlement Scheme,18
2017-12-31,2017,4,North East,E06000001,Hartlepool,Vulnerable Persons Resettlement Scheme,24
2017-12-31,2017,4,North East,E08000021,Newcastle upon Tyne,Vulnerable Persons Resettlement Scheme,22
2017-12-31,2017,4,North East,E06000057,Northumberland,Vulnerable Children Resettlement Scheme,5
2017-12-31,2017,4,North East,E06000057,Northumberland,Vulnerable Persons Resettlement Scheme,15
2017-12-31,2017,4,North East,E06000003,Redcar and Cleveland,Vulnerable Persons Resettlement Scheme,18
2017-12-31,2017,4,North West,E07000027,Barrow-in-Furness,Vulnerable Persons Resettlement Scheme,13
2017-12-31,2017,4,North West,E07000117,Burnley,Vulnerable Persons Resettlement Scheme,4
2017-12-31,2017,4,North West,E06000050,Cheshire West and Chester,Vulnerable Persons Resettlement Scheme,8
2017-12-31,2017,4,North West,E07000029,Copeland,Vulnerable Persons Resettlement Scheme,20
2017-12-31,2017,4,North West,E06000006,Halton,Vulnerable Children Resettlement Scheme,4
2017-12-31,2017,4,North West,E06000006,Halton,Vulnerable Persons Resettlement Scheme,20
2017-12-31,2017,4,North West,E08000012,Liverpool,Vulnerable Persons Resettlement Scheme,10
2017-12-31,2017,4,North West,E08000014,Sefton,Vulnerable Children Resettlement Scheme,4
2017-12-31,2017,4,North West,E08000014,Sefton,Vulnerable Persons Resettlement Scheme,14
2017-12-31,2017,4,North West,E07000126,South Ribble,Vulnerable Persons Resettlement Scheme,4
2017-12-31,2017,4,North West,E08000013,St Helens,Vulnerable Children Resettlement Scheme,10
2017-12-31,2017,4,North West,E08000013,St Helens,Vulnerable Persons Resettlement Scheme,19
2017-12-31,2017,4,North West,E07000127,West Lancashire,Vulnerable Persons Resettlement Scheme,3
2017-12-31,2017,4,North West,E08000015,Wirral,Vulnerable Children Resettlement Scheme,5
2017-12-31,2017,4,North West,E08000015,Wirral,Vulnerable Persons Resettlement Scheme,19
2017-12-31,2017,4,Northern Ireland,N09000001,Antrim and Newtownabbey,Vulnerable Persons Resettlement Scheme,31
2017-12-31,2017,4,Northern Ireland,N09000011,Ards and North Down,Vulnerable Persons Resettlement Scheme,8
2017-12-31,2017,4,Northern Ireland,N09000002,"Armagh City, Banbridge and Craigavon",Vulnerable Persons Resettlement Scheme,10
2017-12-31,2017,4,Northern Ireland,N09000003,Belfast,Vulnerable Persons Resettlement Scheme,33
2017-12-31,2017,4,Northern Ireland,N09000005,Derry City and Strabane,Vulnerable Persons Resettlement Scheme,9
2017-12-31,2017,4,Northern Ireland,N09000007,Lisburn and Castlereagh,Vulnerable Persons Resettlement Scheme,24
2017-12-31,2017,4,Northern Ireland,N09000009,Mid Ulster,Vulnerable Persons Resettlement Scheme,37
2017-12-31,2017,4,Scotland,S12000033,Aberdeen City,Vulnerable Persons Resettlement Scheme,9
2017-12-31,2017,4,Scotland,S12000034,Aberdeenshire,Vulnerable Persons Resettlement Scheme,1
2017-12-31,2017,4,Scotland,S12000035,Argyll and Bute,Vulnerable Persons Resettlement Scheme,3
2017-12-31,2017,4,Scotland,S12000036,City of Edinburgh,Vulnerable Persons Resettlement Scheme,34
2017-12-31,2017,4,Scotland,S12000042,Dundee City,Vulnerable Children Resettlement Scheme,5
2017-12-31,2017,4,Scotland,S12000042,Dundee City,Vulnerable Persons Resettlement Scheme,16
2017-12-31,2017,4,Scotland,S12000010,East Lothian,Vulnerable Persons Resettlement Scheme,10
2017-12-31,2017,4,Scotland,S12000015,Fife,Vulnerable Persons Resettlement Scheme,2
2017-12-31,2017,4,Scotland,S12000046,Glasgow City,Vulnerable Children Resettlement Scheme,30
2017-12-31,2017,4,Scotland,S12000046,Glasgow City,Vulnerable Persons Resettlement Scheme,32
2017-12-31,2017,4,Scotland,S12000018,Inverclyde,Vulnerable Children Resettlement Scheme,2
2017-12-31,2017,4,Scotland,S12000018,Inverclyde,Vulnerable Persons Resettlement Scheme,1
2017-12-31,2017,4,Scotland,S12000021,North Ayrshire,Vulnerable Persons Resettlement Scheme,11
2017-12-31,2017,4,Scotland,S12000038,Renfrewshire,Vulnerable Children Resettlement Scheme,5
2017-12-31,2017,4,Scotland,S12000038,Renfrewshire,Vulnerable Persons Resettlement Scheme,3
2017-12-31,2017,4,Scotland,S12000029,South Lanarkshire,Vulnerable Persons Resettlement Scheme,5
2017-12-31,2017,4,South East,E07000224,Arun,Vulnerable Persons Resettlement Scheme,7
2017-12-31,2017,4,South East,E07000105,Ashford,Vulnerable Persons Resettlement Scheme,8
2017-12-31,2017,4,South East,E07000177,Cherwell,Vulnerable Persons Resettlement Scheme,11
2017-12-31,2017,4,South East,E07000225,Chichester,Vulnerable Persons Resettlement Scheme,7
2017-12-31,2017,4,South East,E07000108,Dover,Vulnerable Persons Resettlement Scheme,4
2017-12-31,2017,4,South East,E07000086,Eastleigh,Vulnerable Persons Resettlement Scheme,3
2017-12-31,2017,4,South East,E07000207,Elmbridge,Vulnerable Persons Resettlement Scheme,3
2017-12-31,2017,4,South East,E07000062,Hastings,Vulnerable Persons Resettlement Scheme,5
2017-12-31,2017,4,South East,E06000042,Milton Keynes,Vulnerable Persons Resettlement Scheme,12
2017-12-31,2017,4,South East,E07000210,Mole Valley,Vulnerable Persons Resettlement Scheme,10
2017-12-31,2017,4,South East,E07000178,Oxford,Vulnerable Children Resettlement Scheme,6
2017-12-31,2017,4,South East,E07000211,Reigate and Banstead,Vulnerable Persons Resettlement Scheme,8
2017-12-31,2017,4,South East,E07000064,Rother,Vulnerable Persons Resettlement Scheme,8
2017-12-31,2017,4,South East,E07000212,Runnymede,Vulnerable Persons Resettlement Scheme,5
2017-12-31,2017,4,South East,E07000111,Sevenoaks,Vulnerable Persons Resettlement Scheme,5
2017-12-31,2017,4,South East,E06000045,Southampton,Vulnerable Persons Resettlement Scheme,5
2017-12-31,2017,4,South East,E07000216,Waverley,Vulnerable Persons Resettlement Scheme,12
2017-12-31,2017,4,South East,E07000217,Woking,Vulnerable Persons Resettlement Scheme,4
2017-12-31,2017,4,South West,E06000022,Bath and North East Somerset,Vulnerable Persons Resettlement Scheme,4
2017-12-31,2017,4,South West,E06000023,"Bristol, City of",Vulnerable Children Resettlement Scheme,2
2017-12-31,2017,4,South West,E07000078,Cheltenham,Vulnerable Persons Resettlement Scheme,10
2017-12-31,2017,4,South West,E07000040,East Devon,Vulnerable Persons Resettlement Scheme,5
2017-12-31,2017,4,South West,E07000041,Exeter,Vulnerable Persons Resettlement Scheme,4
2017-12-31,2017,4,South West,E07000080,Forest of Dean,Vulnerable Persons Resettlement Scheme,3
2017-12-31,2017,4,South West,E07000081,Gloucester,Vulnerable Persons Resettlement Scheme,10
2017-12-31,2017,4,South West,E07000043,North Devon,Vulnerable Persons Resettlement Scheme,5
2017-12-31,2017,4,South West,E07000050,North Dorset,Vulnerable Persons Resettlement Scheme,9
2017-12-31,2017,4,South West,E07000045,Teignbridge,Vulnerable Persons Resettlement Scheme,5
2017-12-31,2017,4,South West,E07000046,Torridge,Vulnerable Persons Resettlement Scheme,6
2017-12-31,2017,4,South West,E07000047,West Devon,Vulnerable Persons Resettlement Scheme,5
2017-12-31,2017,4,Wales,W06000019,Blaenau Gwent,Vulnerable Children Resettlement Scheme,5
2017-12-31,2017,4,Wales,W06000010,Carmarthenshire,Vulnerable Persons Resettlement Scheme,9
2017-12-31,2017,4,Wales,W06000008,Ceredigion,Vulnerable Persons Resettlement Scheme,5
2017-12-31,2017,4,Wales,W06000004,Denbighshire,Vulnerable Persons Resettlement Scheme,5
2017-12-31,2017,4,Wales,W06000005,Flintshire,Vulnerable Persons Resettlement Scheme,4
2017-12-31,2017,4,Wales,W06000001,Isle of Anglesey,Vulnerable Persons Resettlement Scheme,4
2017-12-31,2017,4,Wales,W06000022,Newport,Vulnerable Children Resettlement Scheme,5
2017-12-31,2017,4,Wales,W06000016,Rhondda Cynon Taf,Vulnerable Persons Resettlement Scheme,7
2017-12-31,2017,4,Wales,W06000020,Torfaen,Vulnerable Children Resettlement Scheme,7
2017-12-31,2017,4,Wales,W06000020,Torfaen,Vulnerable Persons Resettlement Scheme,3
2017-12-31,2017,4,West Midlands,E08000025,Birmingham,Vulnerable Persons Resettlement Scheme,17
2017-12-31,2017,4,West Midlands,E08000026,Coventry,Vulnerable Children Resettlement Scheme,5
2017-12-31,2017,4,West Midlands,E08000026,Coventry,Vulnerable Persons Resettlement Scheme,25
2017-12-31,2017,4,West Midlands,E08000027,Dudley,Vulnerable Persons Resettlement Scheme,4
2017-12-31,2017,4,West Midlands,E07000220,Rugby,Vulnerable Persons Resettlement Scheme,4
2017-12-31,2017,4,West Midlands,E07000221,Stratford-on-Avon,Vulnerable Persons Resettlement Scheme,3
2017-12-31,2017,4,West Midlands,E07000222,Warwick,Vulnerable Persons Resettlement Scheme,5
2017-12-31,2017,4,Yorkshire and The Humber,E08000032,Bradford,Vulnerable Children Resettlement Scheme,24
2017-12-31,2017,4,Yorkshire and The Humber,E08000033,Calderdale,Vulnerable Persons Resettlement Scheme,3
2017-12-31,2017,4,Yorkshire and The Humber,E06000011,East Riding of Yorkshire,Vulnerable Persons Resettlement Scheme,18
2017-12-31,2017,4,Yorkshire and The Humber,E06000010,"Kingston upon Hull, City of",Vulnerable Persons Resettlement Scheme,16
2017-12-31,2017,4,Yorkshire and The Humber,E08000034,Kirklees,Vulnerable Persons Resettlement Scheme,5
2017-12-31,2017,4,Yorkshire and The Humber,E08000035,Leeds,Vulnerable Children Resettlement Scheme,7
2017-12-31,2017,4,Yorkshire and The Humber,E08000035,Leeds,Vulnerable Persons Resettlement Scheme,25
2017-12-31,2017,4,Yorkshire and The Humber,E06000013,North Lincolnshire,Vulnerable Persons Resettlement Scheme,5
2017-12-31,2017,4,Yorkshire and The Humber,E08000018,Rotherham,Vulnerable Persons Resettlement Scheme,10
2017-12-31,2017,4,Yorkshire and The Humber,E08000019,Sheffield,Vulnerable Persons Resettlement Scheme,31
2017-12-31,2017,4,Yorkshire and The Humber,E08000036,Wakefield,Vulnerable Persons Resettlement Scheme,9
2017-12-31,2017,4,Yorkshire and The Humber,E06000014,York,Vulnerable Persons Resettlement Scheme,14
2018-03-31,2018,1,East Midlands,E07000171,Bassetlaw,Vulnerable Persons Resettlement Scheme,15
2018-03-31,2018,1,East Midlands,E07000033,Bolsover,Vulnerable Persons Resettlement Scheme,10
2018-03-31,2018,1,East Midlands,E07000130,Charnwood,Vulnerable Persons Resettlement Scheme,10
2018-03-31,2018,1,East Midlands,E06000016,Leicester,Vulnerable Persons Resettlement Scheme,5
2018-03-31,2018,1,East Midlands,E06000018,Nottingham,Vulnerable Persons Resettlement Scheme,12
2018-03-31,2018,1,East of England,E06000055,Bedford,Vulnerable Persons Resettlement Scheme,5
2018-03-31,2018,1,East of England,E07000008,Cambridge,Vulnerable Persons Resettlement Scheme,6
2018-03-31,2018,1,East of England,E07000071,Colchester,Vulnerable Children Resettlement Scheme,2
2018-03-31,2018,1,East of England,E07000071,Colchester,Vulnerable Persons Resettlement Scheme,5
2018-03-31,2018,1,East of England,E07000096,Dacorum,Vulnerable Persons Resettlement Scheme,7
2018-03-31,2018,1,East of England,E07000242,East Hertfordshire,Vulnerable Persons Resettlement Scheme,4
2018-03-31,2018,1,East of England,E07000202,Ipswich,Vulnerable Children Resettlement Scheme,4
2018-03-31,2018,1,East of England,E07000202,Ipswich,Vulnerable Persons Resettlement Scheme,4
2018-03-31,2018,1,East of England,E06000032,Luton,Vulnerable Children Resettlement Scheme,1
2018-03-31,2018,1,East of England,E06000031,Peterborough,Vulnerable Persons Resettlement Scheme,1
2018-03-31,2018,1,East of England,E07000240,St Albans,Vulnerable Persons Resettlement Scheme,5
2018-03-31,2018,1,East of England,E07000243,Stevenage,Vulnerable Persons Resettlement Scheme,6
2018-03-31,2018,1,East of England,E07000103,Watford,Vulnerable Children Resettlement Scheme,6
2018-03-31,2018,1,East of England,E07000241,Welwyn Hatfield,Vulnerable Persons Resettlement Scheme,6
2018-03-31,2018,1,London,E09000005,Brent,Vulnerable Persons Resettlement Scheme,6
2018-03-31,2018,1,London,E09000011,Greenwich,Vulnerable Persons Resettlement Scheme,5
2018-03-31,2018,1,London,E09000012,Hackney,Vulnerable Persons Resettlement Scheme,2
2018-03-31,2018,1,London,E09000014,Haringey,Vulnerable Children Resettlement Scheme,6
2018-03-31,2018,1,London,E09000014,Haringey,Vulnerable Persons Resettlement Scheme,11
2018-03-31,2018,1,London,E09000018,Hounslow,Vulnerable Persons Resettlement Scheme,2
2018-03-31,2018,1,London,E09000020,Kensington and Chelsea,Vulnerable Persons Resettlement Scheme,2
2018-03-31,2018,1,London,E09000022,Lambeth,Vulnerable Children Resettlement Scheme,5
2018-03-31,2018,1,London,E09000022,Lambeth,Vulnerable Persons Resettlement Scheme,5
2018-03-31,2018,1,London,E09000027,Richmond upon Thames,Vulnerable Persons Resettlement Scheme,2
2018-03-31,2018,1,London,E09000030,Tower Hamlets,Vulnerable Persons Resettlement Scheme,8
2018-03-31,2018,1,London,E09000031,Waltham Forest,Vulnerable Persons Resettlement Scheme,12
2018-03-31,2018,1,London,E09000032,Wandsworth,Vulnerable Persons Resettlement Scheme,4
2018-03-31,2018,1,North East,E06000047,County Durham,Vulnerable Persons Resettlement Scheme,5
2018-03-31,2018,1,North East,E08000037,Gateshead,Vulnerable Persons Resettlement Scheme,12
2018-03-31,2018,1,North East,E08000021,Newcastle upon Tyne,Vulnerable Children Resettlement Scheme,6
2018-03-31,2018,1,North East,E08000021,Newcastle upon Tyne,Vulnerable Persons Resettlement Scheme,29
2018-03-31,2018,1,North East,E06000057,Northumberland,Vulnerable Persons Resettlement Scheme,4
2018-03-31,2018,1,North East,E06000003,Redcar and Cleveland,Vulnerable Children Resettlement Scheme,7
2018-03-31,2018,1,North East,E06000003,Redcar and Cleveland,Vulnerable Persons Resettlement Scheme,20
2018-03-31,2018,1,North West,E07000026,Allerdale,Vulnerable Children Resettlement Scheme,17
2018-03-31,2018,1,North West,E06000050,Cheshire West and Chester,Vulnerable Persons Resettlement Scheme,19
2018-03-31,2018,1,North West,E06000006,Halton,Vulnerable Children Resettlement Scheme,4
2018-03-31,2018,1,North West,E06000006,Halton,Vulnerable Persons Resettlement Scheme,28
2018-03-31,2018,1,North West,E08000012,Liverpool,Vulnerable Children Resettlement Scheme,5
2018-03-31,2018,1,North West,E08000012,Liverpool,Vulnerable Persons Resettlement Scheme,20
2018-03-31,2018,1,North West,E08000014,Sefton,Vulnerable Persons Resettlement Scheme,4
2018-03-31,2018,1,North West,E07000031,South Lakeland,Vulnerable Children Resettlement Scheme,14
2018-03-31,2018,1,North West,E08000013,St Helens,Vulnerable Persons Resettlement Scheme,11
2018-03-31,2018,1,North West,E06000007,Warrington,Vulnerable Persons Resettlement Scheme,10
2018-03-31,2018,1,North West,E08000015,Wirral,Vulnerable Persons Resettlement Scheme,36
2018-03-31,2018,1,Northern Ireland,N09000001,Antrim and Newtownabbey,Vulnerable Persons Resettlement Scheme,5
2018-03-31,2018,1,Northern Ireland,N09000002,"Armagh City, Banbridge and Craigavon",Vulnerable Persons Resettlement Scheme,24
2018-03-31,2018,1,Northern Ireland,N09000003,Belfast,Vulnerable Persons Resettlement Scheme,13
2018-03-31,2018,1,Northern Ireland,N09000005,Derry City and Strabane,Vulnerable Persons Resettlement Scheme,5
2018-03-31,2018,1,Northern Ireland,N09000007,Lisburn and Castlereagh,Vulnerable Persons Resettlement Scheme,29
2018-03-31,2018,1,Scotland,S12000033,Aberdeen City,Vulnerable Persons Resettlement Scheme,3
2018-03-31,2018,1,Scotland,S12000034,Aberdeenshire,Vulnerable Persons Resettlement Scheme,13
2018-03-31,2018,1,Scotland,S12000035,Argyll and Bute,Vulnerable Persons Resettlement Scheme,13
2018-03-31,2018,1,Scotland,S12000036,City of Edinburgh,Vulnerable Persons Resettlement Scheme,23
2018-03-31,2018,1,Scotland,S12000005,Clackmannanshire,Vulnerable Persons Resettlement Scheme,8
2018-03-31,2018,1,Scotland,S12000006,Dumfries and Galloway,Vulnerable Persons Resettlement Scheme,8
2018-03-31,2018,1,Scotland,S12000042,Dundee City,Vulnerable Children Resettlement Scheme,4
2018-03-31,2018,1,Scotland,S12000042,Dundee City,Vulnerable Persons Resettlement Scheme,13
2018-03-31,2018,1,Scotland,S12000008,East Ayrshire,Vulnerable Persons Resettlement Scheme,13
2018-03-31,2018,1,Scotland,S12000047,Fife,Vulnerable Persons Resettlement Scheme,11
2018-03-31,2018,1,Scotland,S12000046,Glasgow City,Vulnerable Children Resettlement Scheme,11
2018-03-31,2018,1,Scotland,S12000046,Glasgow City,Vulnerable Persons Resettlement Scheme,16
2018-03-31,2018,1,Scotland,S12000017,Highland,Vulnerable Persons Resettlement Scheme,21
2018-03-31,2018,1,Scotland,S12000018,Inverclyde,Vulnerable Persons Resettlement Scheme,7
2018-03-31,2018,1,Scotland,S12000021,North Ayrshire,Vulnerable Persons Resettlement Scheme,4
2018-03-31,2018,1,Scotland,S12000028,South Ayrshire,Vulnerable Persons Resettlement Scheme,5
2018-03-31,2018,1,Scotland,S12000030,Stirling,Vulnerable Persons Resettlement Scheme,1
2018-03-31,2018,1,Scotland,S12000039,West Dunbartonshire,Vulnerable Persons Resettlement Scheme,6
2018-03-31,2018,1,South East,E07000105,Ashford,Vulnerable Persons Resettlement Scheme,3
2018-03-31,2018,1,South East,E07000106,Canterbury,Vulnerable Persons Resettlement Scheme,6
2018-03-31,2018,1,South East,E07000207,Elmbridge,Vulnerable Persons Resettlement Scheme,5
2018-03-31,2018,1,South East,E07000062,Hastings,Vulnerable Persons Resettlement Scheme,8
2018-03-31,2018,1,South East,E07000090,Havant,Vulnerable Children Resettlement Scheme,5
2018-03-31,2018,1,South East,E06000046,Isle of Wight,Vulnerable Persons Resettlement Scheme,5
2018-03-31,2018,1,South East,E07000063,Lewes,Vulnerable Persons Resettlement Scheme,5
2018-03-31,2018,1,South East,E06000042,Milton Keynes,Vulnerable Persons Resettlement Scheme,9
2018-03-31,2018,1,South East,E07000210,Mole Valley,Vulnerable Persons Resettlement Scheme,4
2018-03-31,2018,1,South East,E07000178,Oxford,Vulnerable Persons Resettlement Scheme,14
2018-03-31,2018,1,South East,E06000038,Reading,Vulnerable Persons Resettlement Scheme,4
2018-03-31,2018,1,South East,E06000039,Slough,Vulnerable Persons Resettlement Scheme,7
2018-03-31,2018,1,South East,E06000045,Southampton,Vulnerable Persons Resettlement Scheme,5
2018-03-31,2018,1,South East,E07000113,Swale,Vulnerable Persons Resettlement Scheme,16
2018-03-31,2018,1,South East,E07000094,Winchester,Vulnerable Persons Resettlement Scheme,8
2018-03-31,2018,1,South East,E07000217,Woking,Vulnerable Persons Resettlement Scheme,2
2018-03-31,2018,1,South West,E06000022,Bath and North East Somerset,Vulnerable Persons Resettlement Scheme,4
2018-03-31,2018,1,South West,E06000028,Bournemouth,Vulnerable Persons Resettlement Scheme,4
2018-03-31,2018,1,South West,E06000023,"Bristol, City of",Vulnerable Children Resettlement Scheme,6
2018-03-31,2018,1,South West,E06000023,"Bristol, City of",Vulnerable Persons Resettlement Scheme,12
2018-03-31,2018,1,South West,E07000078,Cheltenham,Vulnerable Persons Resettlement Scheme,4
2018-03-31,2018,1,South West,E06000052,Cornwall,Vulnerable Persons Resettlement Scheme,5
2018-03-31,2018,1,South West,E07000041,Exeter,Vulnerable Children Resettlement Scheme,4
2018-03-31,2018,1,South West,E07000081,Gloucester,Vulnerable Persons Resettlement Scheme,5
2018-03-31,2018,1,South West,E07000187,Mendip,Vulnerable Persons Resettlement Scheme,5
2018-03-31,2018,1,South West,E06000026,Plymouth,Vulnerable Children Resettlement Scheme,5
2018-03-31,2018,1,South West,E06000026,Plymouth,Vulnerable Persons Resettlement Scheme,11
2018-03-31,2018,1,South West,E06000025,South Gloucestershire,Vulnerable Persons Resettlement Scheme,5
2018-03-31,2018,1,South West,E07000044,South Hams,Vulnerable Persons Resettlement Scheme,3
2018-03-31,2018,1,South West,E07000082,Stroud,Vulnerable Persons Resettlement Scheme,3
2018-03-31,2018,1,South West,E07000190,Taunton Deane,Vulnerable Persons Resettlement Scheme,5
2018-03-31,2018,1,South West,E07000052,West Dorset,Vulnerable Persons Resettlement Scheme,5
2018-03-31,2018,1,South West,E06000054,Wiltshire,Vulnerable Persons Resettlement Scheme,8
2018-03-31,2018,1,Wales,W06000015,Cardiff,Vulnerable Persons Resettlement Scheme,20
2018-03-31,2018,1,Wales,W06000010,Carmarthenshire,Vulnerable Persons Resettlement Scheme,17
2018-03-31,2018,1,Wales,W06000008,Ceredigion,Vulnerable Persons Resettlement Scheme,4
2018-03-31,2018,1,Wales,W06000004,Denbighshire,Vulnerable Persons Resettlement Scheme,11
2018-03-31,2018,1,Wales,W06000021,Monmouthshire,Vulnerable Persons Resettlement Scheme,5
2018-03-31,2018,1,Wales,W06000022,Newport,Vulnerable Children Resettlement Scheme,8
2018-03-31,2018,1,Wales,W06000022,Newport,Vulnerable Persons Resettlement Scheme,4
2018-03-31,2018,1,Wales,W06000011,Swansea,Vulnerable Children Resettlement Scheme,1
2018-03-31,2018,1,Wales,W06000011,Swansea,Vulnerable Persons Resettlement Scheme,14
2018-03-31,2018,1,West Midlands,E08000025,Birmingham,Vulnerable Persons Resettlement Scheme,30
2018-03-31,2018,1,West Midlands,E08000026,Coventry,Vulnerable Children Resettlement Scheme,5
2018-03-31,2018,1,West Midlands,E08000026,Coventry,Vulnerable Persons Resettlement Scheme,22
2018-03-31,2018,1,West Midlands,E08000027,Dudley,Vulnerable Persons Resettlement Scheme,10
2018-03-31,2018,1,West Midlands,E07000193,East Staffordshire,Vulnerable Persons Resettlement Scheme,12
2018-03-31,2018,1,West Midlands,E07000194,Lichfield,Vulnerable Persons Resettlement Scheme,9
2018-03-31,2018,1,West Midlands,E07000198,Staffordshire Moorlands,Vulnerable Persons Resettlement Scheme,5
2018-03-31,2018,1,West Midlands,E07000221,Stratford-on-Avon,Vulnerable Persons Resettlement Scheme,5
2018-03-31,2018,1,West Midlands,E08000031,Wolverhampton,Vulnerable Persons Resettlement Scheme,22
2018-03-31,2018,1,Yorkshire and The Humber,E08000032,Bradford,Vulnerable Children Resettlement Scheme,14
2018-03-31,2018,1,Yorkshire and The Humber,E06000011,East Riding of Yorkshire,Vulnerable Persons Resettlement Scheme,4
2018-03-31,2018,1,Yorkshire and The Humber,E07000164,Hambleton,Vulnerable Persons Resettlement Scheme,28
2018-03-31,2018,1,Yorkshire and The Humber,E06000010,"Kingston upon Hull, City of",Vulnerable Persons Resettlement Scheme,17
2018-03-31,2018,1,Yorkshire and The Humber,E08000034,Kirklees,Vulnerable Children Resettlement Scheme,5
2018-03-31,2018,1,Yorkshire and The Humber,E08000034,Kirklees,Vulnerable Persons Resettlement Scheme,8
2018-03-31,2018,1,Yorkshire and The Humber,E08000035,Leeds,Vulnerable Persons Resettlement Scheme,30
2018-03-31,2018,1,Yorkshire and The Humber,E06000013,North Lincolnshire,Vulnerable Persons Resettlement Scheme,5
2018-03-31,2018,1,Yorkshire and The Humber,E07000166,Richmondshire,Vulnerable Children Resettlement Scheme,8
2018-03-31,2018,1,Yorkshire and The Humber,E07000166,Richmondshire,Vulnerable Persons Resettlement Scheme,18
2018-03-31,2018,1,Yorkshire and The Humber,E08000019,Sheffield,Vulnerable Persons Resettlement Scheme,18
2018-03-31,2018,1,Yorkshire and The Humber,E08000036,Wakefield,Vulnerable Persons Resettlement Scheme,9
2018-03-31,2018,1,Yorkshire and The Humber,E06000014,York,Vulnerable Persons Resettlement Scheme,5
2018-06-30,2018,2,East Midlands,E07000035,Derbyshire Dales,Vulnerable Persons Resettlement Scheme,6
2018-06-30,2018,2,East Midlands,E07000173,Gedling,Vulnerable Children Resettlement Scheme,5
2018-06-30,2018,2,East Midlands,E07000173,Gedling,Vulnerable Persons Resettlement Scheme,4
2018-06-30,2018,2,East Midlands,E07000037,High Peak,Vulnerable Children Resettlement Scheme,1
2018-06-30,2018,2,East Midlands,E06000016,Leicester,Vulnerable Children Resettlement Scheme,3
2018-06-30,2018,2,East Midlands,E06000016,Leicester,Vulnerable Persons Resettlement Scheme,13
2018-06-30,2018,2,East Midlands,E07000175,Newark and Sherwood,Vulnerable Persons Resettlement Scheme,5
2018-06-30,2018,2,East Midlands,E06000018,Nottingham,Vulnerable Persons Resettlement Scheme,9
2018-06-30,2018,2,East of England,E06000055,Bedford,Vulnerable Persons Resettlement Scheme,5
2018-06-30,2018,2,East of England,E07000008,Cambridge,Vulnerable Children Resettlement Scheme,3
2018-06-30,2018,2,East of England,E06000056,Central Bedfordshire,Vulnerable Children Resettlement Scheme,2
