Date,Year,Quarter,Member State,In / Out,Request / Transfer,Article,Count
2015-12-31,2015,4,Ireland,Out,Transfer,18.1,14
2015-12-31,2015,4,Italy,In,Request,18.1,1
2015-12-31,2015,4,Italy,Out,Request,11,1
2015-12-31,2015,4,Italy,Out,Request,12,3
2015-12-31,2015,4,Italy,Out,Request,13,50
2015-12-31,2015,4,Italy,Out,Request,14,3
2015-12-31,2015,4,Italy,Out,Request,18.1,169
2015-12-31,2015,4,Italy,In,Transfer,18.1,1
2015-12-31,2015,4,Italy,Out,Transfer,10,1
2015-12-31,2015,4,Italy,Out,Transfer,13,8
2015-12-31,2015,4,Italy,Out,Transfer,14,1
2015-12-31,2015,4,Italy,Out,Transfer,16,1
2015-12-31,2015,4,Italy,Out,Transfer,18.1,13
2015-12-31,2015,4,Lithuania,Out,Request,18.1,1
2015-12-31,2015,4,Luxembourg,In,Request,18.1,1
2015-12-31,2015,4,Luxembourg,Out,Request,18.1,1
2015-12-31,2015,4,Malta,Out,Request,12,1
2015-12-31,2015,4,Malta,Out,Request,18.1,1
2015-12-31,2015,4,Malta,Out,Transfer,18.1,1
2015-12-31,2015,4,Netherlands,In,Request,8.2,2
2015-12-31,2015,4,Netherlands,In,Request,12,1
2015-12-31,2015,4,Netherlands,In,Request,18.1,9
2015-12-31,2015,4,Netherlands,Out,Request,13,1
2015-12-31,2015,4,Netherlands,Out,Request,18.1,16
2015-12-31,2015,4,Netherlands,In,Transfer,9,2
2015-12-31,2015,4,Netherlands,In,Transfer,18.1,2
2015-12-31,2015,4,Netherlands,Out,Transfer,18.1,4
2015-12-31,2015,4,Norway,In,Request,12,2
2015-12-31,2015,4,Norway,In,Request,18.1,4
2015-12-31,2015,4,Norway,Out,Request,12,2
2015-12-31,2015,4,Norway,Out,Request,18.1,12
2015-12-31,2015,4,Norway,In,Transfer,18.1,2
2015-12-31,2015,4,Poland,In,Request,18.1,2
2015-12-31,2015,4,Poland,Out,Request,12,2
2015-12-31,2015,4,Poland,Out,Request,18.1,1
2015-12-31,2015,4,Portugal,In,Request,13,1
2015-12-31,2015,4,Portugal,In,Request,18.1,1
2015-12-31,2015,4,Portugal,Out,Request,18.1,1
2015-12-31,2015,4,Romania,Out,Request,18.1,7
2015-12-31,2015,4,Slovakia,Out,Request,18.1,3
2015-12-31,2015,4,Slovenia,In,Request,18.1,1
2015-12-31,2015,4,Slovenia,Out,Request,18.1,2
2015-12-31,2015,4,Spain,Out,Request,12,1
2015-12-31,2015,4,Spain,Out,Request,13,1
2015-12-31,2015,4,Spain,Out,Request,18.1,4
2015-12-31,2015,4,Spain,In,Transfer,8.2,1
2015-12-31,2015,4,Spain,Out,Transfer,12,1
2015-12-31,2015,4,Sweden,In,Request,8.2,2
2015-12-31,2015,4,Sweden,In,Request,11,3
2015-12-31,2015,4,Sweden,In,Request,12,1
2015-12-31,2015,4,Sweden,In,Request,18.1,17
2015-12-31,2015,4,Sweden,Out,Request,18.1,27
2015-12-31,2015,4,Sweden,In,Transfer,18.1,1
2015-12-31,2015,4,Sweden,Out,Transfer,18.1,4
2015-12-31,2015,4,Switzerland,In,Request,8.2,1
2015-12-31,2015,4,Switzerland,In,Request,12,1
2015-12-31,2015,4,Switzerland,In,Request,17.2,2
2015-12-31,2015,4,Switzerland,In,Request,18.1,12
2015-12-31,2015,4,Switzerland,Out,Request,18.1,16
2015-12-31,2015,4,Switzerland,In,Transfer,17.2,1
2015-12-31,2015,4,Switzerland,In,Transfer,18.1,2
2015-12-31,2015,4,Switzerland,Out,Transfer,18.1,2
2016-03-31,2016,1,Austria,In,Request,8.1,1
2016-03-31,2016,1,Austria,In,Request,8.2,1
2016-03-31,2016,1,Austria,In,Request,12,1
2016-03-31,2016,1,Austria,In,Request,18.1,11
2016-03-31,2016,1,Austria,Out,Request,13,2
2016-03-31,2016,1,Austria,Out,Request,14,1
2016-03-31,2016,1,Austria,Out,Request,18.1,35
2016-03-31,2016,1,Austria,In,Transfer,18.1,2
2016-03-31,2016,1,Austria,Out,Transfer,18.1,8
2016-03-31,2016,1,Belgium,In,Request,8.1,2
2016-03-31,2016,1,Belgium,In,Request,10,1
2016-03-31,2016,1,Belgium,In,Request,18.1,5
2016-03-31,2016,1,Belgium,Out,Request,18.1,17
2016-03-31,2016,1,Belgium,In,Transfer,8.1,1
2016-03-31,2016,1,Belgium,In,Transfer,18.1,1
2016-03-31,2016,1,Belgium,Out,Transfer,18.1,1
2016-03-31,2016,1,Bulgaria,In,Request,8.2,4
2016-03-31,2016,1,Bulgaria,In,Request,12,1
2016-03-31,2016,1,Bulgaria,In,Request,18.1,4
2016-03-31,2016,1,Bulgaria,Out,Request,11,3
2016-03-31,2016,1,Bulgaria,Out,Request,13,39
2016-03-31,2016,1,Bulgaria,Out,Request,16,1
2016-03-31,2016,1,Bulgaria,Out,Request,18.1,135
2016-03-31,2016,1,Bulgaria,Out,Transfer,18.1,3
2016-03-31,2016,1,Croatia,Out,Request,13,8
2016-03-31,2016,1,Cyprus,In,Request,8.2,6
2016-03-31,2016,1,Cyprus,In,Request,16,2
2016-03-31,2016,1,Cyprus,In,Request,17.2,2
2016-03-31,2016,1,Cyprus,Out,Request,18.1,6
2016-03-31,2016,1,Cyprus,In,Transfer,8.2,2
2016-03-31,2016,1,Denmark,In,Request,8.1,9
2016-03-31,2016,1,Denmark,In,Request,8.2,1
2016-03-31,2016,1,Denmark,In,Request,9,32
2016-03-31,2016,1,Denmark,In,Request,17.2,1
2016-03-31,2016,1,Denmark,In,Request,18.1,6
2016-03-31,2016,1,Denmark,Out,Request,18.1,7
2016-03-31,2016,1,Denmark,In,Transfer,18.1,1
2016-03-31,2016,1,Finland,In,Request,18.1,4
2016-03-31,2016,1,Finland,Out,Request,18.1,3
2016-03-31,2016,1,Finland,In,Transfer,11,1
2016-03-31,2016,1,Finland,In,Transfer,18.1,2
2016-03-31,2016,1,Finland,Out,Transfer,18.1,1
2016-03-31,2016,1,France,In,Request,8.1,19
2016-03-31,2016,1,France,In,Request,8.2,7
2016-03-31,2016,1,France,In,Request,9,9
2016-03-31,2016,1,France,In,Request,11,3
2016-03-31,2016,1,France,In,Request,12,1
2016-03-31,2016,1,France,In,Request,13,1
2016-03-31,2016,1,France,In,Request,17.2,4
2016-03-31,2016,1,France,In,Request,18.1,56
2016-03-31,2016,1,France,In,Request,20.5,21
2016-03-31,2016,1,France,Out,Request,12,2
2016-03-31,2016,1,France,Out,Request,13,4
2016-03-31,2016,1,France,Out,Request,18.1,18
2016-03-31,2016,1,France,In,Transfer,8.1,7
2016-03-31,2016,1,France,In,Transfer,8.2,3
2016-03-31,2016,1,France,In,Transfer,18.1,2
2016-03-31,2016,1,France,Out,Transfer,12,1
2016-03-31,2016,1,France,Out,Transfer,18.1,3
2016-03-31,2016,1,Germany,In,Request,8.2,1
2016-03-31,2016,1,Germany,In,Request,11,2
2016-03-31,2016,1,Germany,In,Request,18.1,35
2016-03-31,2016,1,Germany,Out,Request,11,5
2016-03-31,2016,1,Germany,Out,Request,12,1
2016-03-31,2016,1,Germany,Out,Request,13,2
2016-03-31,2016,1,Germany,Out,Request,18.1,240
2016-03-31,2016,1,Germany,Out,Transfer,18.1,23
2016-03-31,2016,1,Greece,In,Request,12,1
2016-03-31,2016,1,Greece,In,Request,17.2,2
2016-03-31,2016,1,Greece,In,Request,18.1,3
2016-03-31,2016,1,Greece,In,Transfer,8.2,2
2016-03-31,2016,1,Greece,In,Transfer,12,1
2016-03-31,2016,1,Hungary,In,Request,8.1,1
2016-03-31,2016,1,Hungary,In,Request,8.2,1
2016-03-31,2016,1,Hungary,Out,Request,11,10
2016-03-31,2016,1,Hungary,Out,Request,13,36
2016-03-31,2016,1,Hungary,Out,Request,14,1
2016-03-31,2016,1,Hungary,Out,Request,18.1,162
2016-03-31,2016,1,Hungary,Out,Transfer,13,1
2016-03-31,2016,1,Hungary,Out,Transfer,18.1,6
2016-03-31,2016,1,Ireland,In,Request,11,2
2016-03-31,2016,1,Ireland,In,Request,12,87
2016-03-31,2016,1,Ireland,In,Request,18.1,23
2016-03-31,2016,1,Ireland,Out,Request,11,2
2016-03-31,2016,1,Ireland,Out,Request,18.1,38
2016-03-31,2016,1,Ireland,In,Transfer,18.1,4
2016-03-31,2016,1,Ireland,Out,Transfer,12,1
2016-03-31,2016,1,Ireland,Out,Transfer,14,3
2016-03-31,2016,1,Ireland,Out,Transfer,18.1,5
2016-03-31,2016,1,Italy,In,Request,8.1,1
2016-03-31,2016,1,Italy,In,Request,8.2,1
2016-03-31,2016,1,Italy,In,Request,18.1,1
2016-03-31,2016,1,Italy,Out,Request,11,13
2016-03-31,2016,1,Italy,Out,Request,12,4
2016-03-31,2016,1,Italy,Out,Request,13,26
2016-03-31,2016,1,Italy,Out,Request,14,7
2016-03-31,2016,1,Italy,Out,Request,18.1,74
2016-03-31,2016,1,Italy,In,Transfer,18.1,1
2016-03-31,2016,1,Italy,Out,Transfer,10,2
2016-03-31,2016,1,Italy,Out,Transfer,13,18
2016-03-31,2016,1,Italy,Out,Transfer,16,2
2016-03-31,2016,1,Italy,Out,Transfer,18.1,14
2016-03-31,2016,1,Luxembourg,In,Transfer,18.1,1
2016-03-31,2016,1,Malta,Out,Request,18.1,2
2016-03-31,2016,1,Malta,Out,Transfer,12,2
2016-03-31,2016,1,Malta,Out,Transfer,18.1,1
2016-03-31,2016,1,Netherlands,In,Request,8.1,2
2016-03-31,2016,1,Netherlands,In,Request,9,3
2016-03-31,2016,1,Netherlands,In,Request,12,1
2016-03-31,2016,1,Netherlands,In,Request,17.2,2
2016-03-31,2016,1,Netherlands,In,Request,18.1,8
2016-03-31,2016,1,Netherlands,Out,Request,13,5
2016-03-31,2016,1,Netherlands,Out,Request,18.1,14
2016-03-31,2016,1,Netherlands,In,Transfer,8.2,1
2016-03-31,2016,1,Netherlands,In,Transfer,9,1
2016-03-31,2016,1,Netherlands,In,Transfer,18.1,1
2016-03-31,2016,1,Netherlands,Out,Transfer,18.1,2
2016-03-31,2016,1,Norway,Out,Request,11,3
2016-03-31,2016,1,Norway,Out,Request,18.1,17
2016-03-31,2016,1,Norway,In,Transfer,12,1
2016-03-31,2016,1,Norway,Out,Transfer,18.1,2
2016-03-31,2016,1,Poland,In,Request,17.2,1
2016-03-31,2016,1,Poland,Out,Request,12,2
2016-03-31,2016,1,Portugal,In,Request,17.2,1
2016-03-31,2016,1,Portugal,In,Request,18.1,1
2016-03-31,2016,1,Romania,Out,Request,18.1,3
2016-03-31,2016,1,Slovakia,In,Request,18.1,2
2016-03-31,2016,1,Slovakia,Out,Request,18.1,2
2016-03-31,2016,1,Slovakia,In,Transfer,18.1,1
2016-03-31,2016,1,Slovenia,In,Request,18.1,2
2016-03-31,2016,1,Slovenia,Out,Request,18.1,1
2016-03-31,2016,1,Spain,Out,Request,13,3
2016-03-31,2016,1,Spain,Out,Request,18.1,3
2016-03-31,2016,1,Spain,Out,Transfer,18.1,1
2016-03-31,2016,1,Sweden,In,Request,9,5
2016-03-31,2016,1,Sweden,In,Request,12,1
2016-03-31,2016,1,Sweden,In,Request,17.2,1
2016-03-31,2016,1,Sweden,In,Request,18.1,9
2016-03-31,2016,1,Sweden,Out,Request,12,2
2016-03-31,2016,1,Sweden,Out,Request,13,1
2016-03-31,2016,1,Sweden,Out,Request,18.1,13
2016-03-31,2016,1,Sweden,In,Transfer,11,1
2016-03-31,2016,1,Sweden,In,Transfer,12,1
2016-03-31,2016,1,Sweden,In,Transfer,18.1,1
2016-03-31,2016,1,Sweden,Out,Transfer,14,1
2016-03-31,2016,1,Sweden,Out,Transfer,18.1,10
2016-03-31,2016,1,Switzerland,In,Request,8.2,1
2016-03-31,2016,1,Switzerland,In,Request,9,1
2016-03-31,2016,1,Switzerland,In,Request,12,1
2016-03-31,2016,1,Switzerland,In,Request,18.1,9
2016-03-31,2016,1,Switzerland,Out,Request,18.1,11
2016-03-31,2016,1,Switzerland,In,Transfer,13,1
2016-03-31,2016,1,Switzerland,In,Transfer,18.1,1
2016-03-31,2016,1,Switzerland,Out,Transfer,18.1,2
2016-06-30,2016,2,Austria,In,Request,8.1,1
2016-06-30,2016,2,Austria,In,Request,17.2,5
2016-06-30,2016,2,Austria,In,Request,18.1,3
2016-06-30,2016,2,Austria,Out,Request,13,2
2016-06-30,2016,2,Austria,Out,Request,14,1
2016-06-30,2016,2,Austria,Out,Request,18.1,33
2016-06-30,2016,2,Austria,In,Transfer,18.1,3
2016-06-30,2016,2,Austria,Out,Transfer,18.1,1
2016-06-30,2016,2,Belgium,In,Request,8.1,2
2016-06-30,2016,2,Belgium,In,Request,12,1
2016-06-30,2016,2,Belgium,In,Request,18.1,6
2016-06-30,2016,2,Belgium,Out,Request,8.2,1
2016-06-30,2016,2,Belgium,Out,Request,13,1
2016-06-30,2016,2,Belgium,Out,Request,18.1,25
2016-06-30,2016,2,Belgium,In,Transfer,8.1,2
2016-06-30,2016,2,Belgium,In,Transfer,10,1
2016-06-30,2016,2,Belgium,In,Transfer,18.1,4
2016-06-30,2016,2,Belgium,Out,Transfer,18.1,5
2016-06-30,2016,2,Bulgaria,In,Request,17.2,4
2016-06-30,2016,2,Bulgaria,Out,Request,11,5
2016-06-30,2016,2,Bulgaria,Out,Request,13,12
2016-06-30,2016,2,Bulgaria,Out,Request,18.1,67
2016-06-30,2016,2,Bulgaria,Out,Transfer,13,1
2016-06-30,2016,2,Bulgaria,Out,Transfer,18.1,5
2016-06-30,2016,2,Croatia,Out,Request,13,20
2016-06-30,2016,2,Croatia,Out,Request,14,2
2016-06-30,2016,2,Croatia,Out,Request,16,1
2016-06-30,2016,2,Croatia,Out,Request,18.1,1
2016-06-30,2016,2,Cyprus,In,Request,8.1,1
2016-06-30,2016,2,Cyprus,In,Request,8.2,14
2016-06-30,2016,2,Cyprus,In,Request,9,2
2016-06-30,2016,2,Cyprus,In,Request,11,2
2016-06-30,2016,2,Cyprus,In,Request,17.2,7
2016-06-30,2016,2,Cyprus,Out,Request,11,1
2016-06-30,2016,2,Cyprus,Out,Request,18.1,3
2016-06-30,2016,2,Cyprus,In,Transfer,8.1,1
2016-06-30,2016,2,Cyprus,In,Transfer,8.2,6
2016-06-30,2016,2,Cyprus,In,Transfer,16,1
2016-06-30,2016,2,Cyprus,In,Transfer,17.2,1
2016-06-30,2016,2,Denmark,In,Request,8.1,4
2016-06-30,2016,2,Denmark,In,Request,9,29
2016-06-30,2016,2,Denmark,In,Request,11,4
2016-06-30,2016,2,Denmark,In,Request,12,1
2016-06-30,2016,2,Denmark,In,Request,17.2,9
2016-06-30,2016,2,Denmark,In,Request,18.1,3
2016-06-30,2016,2,Denmark,Out,Request,18.1,6
2016-06-30,2016,2,Denmark,In,Transfer,8.1,5
2016-06-30,2016,2,Denmark,In,Transfer,8.2,1
2016-06-30,2016,2,Denmark,In,Transfer,9,13
2016-06-30,2016,2,Denmark,In,Transfer,12,1
2016-06-30,2016,2,Denmark,In,Transfer,17.2,3
2016-06-30,2016,2,Denmark,In,Transfer,18.1,1
2016-06-30,2016,2,Denmark,Out,Transfer,18.1,1
2016-06-30,2016,2,Finland,In,Request,11,6
2016-06-30,2016,2,Finland,In,Request,17.2,4
2016-06-30,2016,2,Finland,In,Request,18.1,3
2016-06-30,2016,2,Finland,Out,Request,11,2
2016-06-30,2016,2,Finland,Out,Request,18.1,10
2016-06-30,2016,2,Finland,In,Transfer,18.1,4
2016-06-30,2016,2,France,In,Request,8.1,20
2016-06-30,2016,2,France,In,Request,8.2,27
2016-06-30,2016,2,France,In,Request,9,4
2016-06-30,2016,2,France,In,Request,10,1
2016-06-30,2016,2,France,In,Request,11,4
2016-06-30,2016,2,France,In,Request,13,3
2016-06-30,2016,2,France,In,Request,16,1
2016-06-30,2016,2,France,In,Request,17.2,6
2016-06-30,2016,2,France,In,Request,18.1,61
2016-06-30,2016,2,France,In,Request,20.5,13
2016-06-30,2016,2,France,Out,Request,12,1
2016-06-30,2016,2,France,Out,Request,13,5
2016-06-30,2016,2,France,Out,Request,14,1
2016-06-30,2016,2,France,Out,Request,18.1,23
2016-06-30,2016,2,France,In,Transfer,8.1,16
2016-06-30,2016,2,France,In,Transfer,8.2,8
2016-06-30,2016,2,France,In,Transfer,9,6
2016-06-30,2016,2,France,In,Transfer,10,1
2016-06-30,2016,2,France,In,Transfer,11,1
2016-06-30,2016,2,France,In,Transfer,12,1
2016-06-30,2016,2,France,In,Transfer,16,1
2016-06-30,2016,2,France,In,Transfer,17.2,5
2016-06-30,2016,2,France,In,Transfer,18.1,3
2016-06-30,2016,2,France,Out,Transfer,18.1,6
2016-06-30,2016,2,Germany,In,Request,9,1
2016-06-30,2016,2,Germany,In,Request,11,3
2016-06-30,2016,2,Germany,In,Request,17.2,2
2016-06-30,2016,2,Germany,In,Request,18.1,28
2016-06-30,2016,2,Germany,Out,Request,8.1,1
2016-06-30,2016,2,Germany,Out,Request,11,3
2016-06-30,2016,2,Germany,Out,Request,12,2
2016-06-30,2016,2,Germany,Out,Request,13,1
2016-06-30,2016,2,Germany,Out,Request,16,7
2016-06-30,2016,2,Germany,Out,Request,18.1,321
2016-06-30,2016,2,Germany,In,Transfer,18.1,2
2016-06-30,2016,2,Germany,Out,Transfer,18.1,23
2016-06-30,2016,2,Greece,In,Request,8.2,3
2016-06-30,2016,2,Greece,In,Request,9,1
2016-06-30,2016,2,Greece,In,Request,10,1
2016-06-30,2016,2,Greece,In,Request,11,1
2016-06-30,2016,2,Greece,In,Request,16,1
2016-06-30,2016,2,Greece,In,Request,17.2,8
2016-06-30,2016,2,Greece,In,Request,18.1,3
2016-06-30,2016,2,Greece,In,Transfer,8.2,2
2016-06-30,2016,2,Greece,In,Transfer,17.2,1
2016-06-30,2016,2,Hungary,In,Request,13,1
2016-06-30,2016,2,Hungary,Out,Request,13,22
2016-06-30,2016,2,Hungary,Out,Request,16,3
2016-06-30,2016,2,Hungary,Out,Request,18.1,81
2016-06-30,2016,2,Hungary,In,Transfer,8.1,1
2016-06-30,2016,2,Hungary,In,Transfer,8.2,1
2016-06-30,2016,2,Hungary,Out,Transfer,18.1,7
2016-06-30,2016,2,Iceland,In,Request,18.1,1
2016-06-30,2016,2,Ireland,In,Request,11,6
2016-06-30,2016,2,Ireland,In,Request,12,95
2016-06-30,2016,2,Ireland,In,Request,16,2
2016-06-30,2016,2,Ireland,In,Request,17.2,3
2016-06-30,2016,2,Ireland,In,Request,18.1,24
2016-06-30,2016,2,Ireland,Out,Request,12,1
2016-06-30,2016,2,Ireland,Out,Request,18.1,31
2016-06-30,2016,2,Ireland,In,Transfer,8.1,2
2016-06-30,2016,2,Ireland,In,Transfer,12,3
2016-06-30,2016,2,Ireland,In,Transfer,18.1,8
2016-06-30,2016,2,Ireland,Out,Transfer,12,2
2016-06-30,2016,2,Ireland,Out,Transfer,18.1,13
2016-06-30,2016,2,Italy,In,Request,9,1
2016-06-30,2016,2,Italy,In,Request,18.1,1
2016-06-30,2016,2,Italy,Out,Request,12,5
2016-06-30,2016,2,Italy,Out,Request,13,24
2016-06-30,2016,2,Italy,Out,Request,14,2
2016-06-30,2016,2,Italy,Out,Request,16,1
2016-06-30,2016,2,Italy,Out,Request,18.1,91
2016-06-30,2016,2,Italy,In,Transfer,8.2,1
2016-06-30,2016,2,Italy,Out,Transfer,10,1
2016-06-30,2016,2,Italy,Out,Transfer,13,8
2016-06-30,2016,2,Italy,Out,Transfer,16,1
2016-06-30,2016,2,Italy,Out,Transfer,18.1,10
2016-06-30,2016,2,Liechtenstein,In,Request,18.1,1
2016-06-30,2016,2,Luxembourg,Out,Request,13,2
2016-06-30,2016,2,Netherlands,In,Request,8.2,2
2016-06-30,2016,2,Netherlands,In,Request,9,2
2016-06-30,2016,2,Netherlands,In,Request,12,1
2016-06-30,2016,2,Netherlands,In,Request,18.1,9
2016-06-30,2016,2,Netherlands,Out,Request,11,1
2016-06-30,2016,2,Netherlands,Out,Request,13,4
2016-06-30,2016,2,Netherlands,Out,Request,18.1,22
2016-06-30,2016,2,Netherlands,In,Transfer,8.1,1
2016-06-30,2016,2,Netherlands,In,Transfer,8.2,1
2016-06-30,2016,2,Netherlands,In,Transfer,12,1
2016-06-30,2016,2,Netherlands,In,Transfer,18.1,2
2016-06-30,2016,2,Netherlands,Out,Transfer,18.1,1
2016-06-30,2016,2,Norway,In,Request,8.2,1
2016-06-30,2016,2,Norway,Out,Request,18.1,10
2016-06-30,2016,2,Norway,In,Transfer,12,1
2016-06-30,2016,2,Poland,In,Request,18.1,1
2016-06-30,2016,2,Poland,Out,Request,12,2
2016-06-30,2016,2,Poland,Out,Request,18.1,2
2016-06-30,2016,2,Portugal,Out,Request,18.1,2
2016-06-30,2016,2,Portugal,In,Transfer,17.2,1
2016-06-30,2016,2,Romania,Out,Request,18.1,2
2016-06-30,2016,2,Slovakia,Out,Request,18.1,1
2016-06-30,2016,2,Slovenia,In,Request,8.1,1
2016-06-30,2016,2,Slovenia,Out,Request,18.1,3
2016-06-30,2016,2,Slovenia,Out,Transfer,18.1,1
2016-06-30,2016,2,Spain,Out,Request,18.1,2
2016-06-30,2016,2,Spain,Out,Transfer,18.1,1
2016-06-30,2016,2,Sweden,In,Request,8.1,2
2016-06-30,2016,2,Sweden,In,Request,8.2,3
2016-06-30,2016,2,Sweden,In,Request,9,3
2016-06-30,2016,2,Sweden,In,Request,11,6
2016-06-30,2016,2,Sweden,In,Request,12,1
2016-06-30,2016,2,Sweden,In,Request,17.2,5
2016-06-30,2016,2,Sweden,In,Request,18.1,2
2016-06-30,2016,2,Sweden,In,Request,20.5,1
2016-06-30,2016,2,Sweden,Out,Request,11,1
2016-06-30,2016,2,Sweden,Out,Request,18.1,26
2016-06-30,2016,2,Sweden,In,Transfer,9,5
2016-06-30,2016,2,Sweden,In,Transfer,18.1,2
2016-06-30,2016,2,Switzerland,In,Request,8.2,1
2016-06-30,2016,2,Switzerland,In,Request,12,2
2016-06-30,2016,2,Switzerland,In,Request,13,2
2016-06-30,2016,2,Switzerland,In,Request,18.1,4
2016-06-30,2016,2,Switzerland,Out,Request,18.1,15
2016-06-30,2016,2,Switzerland,In,Transfer,8.2,1
2016-06-30,2016,2,Switzerland,In,Transfer,9,1
2016-06-30,2016,2,Switzerland,In,Transfer,17.2,1
2016-06-30,2016,2,Switzerland,In,Transfer,18.1,2
2016-06-30,2016,2,Switzerland,Out,Transfer,18.1,1
2016-09-30,2016,3,Austria,In,Request,8.1,2
2016-09-30,2016,3,Austria,In,Request,8.2,2
2016-09-30,2016,3,Austria,In,Request,11,1
2016-09-30,2016,3,Austria,In,Request,12,1
2016-09-30,2016,3,Austria,In,Request,17.2,4
2016-09-30,2016,3,Austria,In,Request,18.1,3
2016-09-30,2016,3,Austria,Out,Request,18.1,55
2016-09-30,2016,3,Austria,In,Transfer,17.2,1
2016-09-30,2016,3,Austria,Out,Transfer,18.1,1
2016-09-30,2016,3,Belgium,In,Request,8.1,1
2016-09-30,2016,3,Belgium,In,Request,18.1,12
2016-09-30,2016,3,Belgium,Out,Request,18.1,15
2016-09-30,2016,3,Belgium,In,Transfer,8.1,1
2016-09-30,2016,3,Belgium,In,Transfer,18.1,6
2016-09-30,2016,3,Belgium,Out,Transfer,18.1,4
2016-09-30,2016,3,Bulgaria,In,Request,18.1,6
2016-09-30,2016,3,Bulgaria,Out,Request,11,1
2016-09-30,2016,3,Bulgaria,Out,Request,13,6
2016-09-30,2016,3,Bulgaria,Out,Request,18.1,70
2016-09-30,2016,3,Bulgaria,Out,Transfer,13,1
2016-09-30,2016,3,Bulgaria,Out,Transfer,18.1,4
2016-09-30,2016,3,Croatia,Out,Request,13,20
2016-09-30,2016,3,Croatia,Out,Request,18.1,7
2016-09-30,2016,3,Croatia,Out,Transfer,13,2
2016-09-30,2016,3,Cyprus,In,Request,8.1,2
2016-09-30,2016,3,Cyprus,In,Request,8.2,10
2016-09-30,2016,3,Cyprus,In,Request,17.2,1
2016-09-30,2016,3,Cyprus,In,Request,18.1,1
2016-09-30,2016,3,Cyprus,In,Transfer,8.2,8
2016-09-30,2016,3,Cyprus,In,Transfer,9,1
2016-09-30,2016,3,Cyprus,In,Transfer,16,1
2016-09-30,2016,3,Cyprus,In,Transfer,17.2,2
2016-09-30,2016,3,Czech Republic,In,Request,18.1,1
2016-09-30,2016,3,Denmark,In,Request,9,2
2016-09-30,2016,3,Denmark,In,Request,11,22
2016-09-30,2016,3,Denmark,In,Request,17.2,48
2016-09-30,2016,3,Denmark,In,Request,18.1,5
2016-09-30,2016,3,Denmark,Out,Request,11,1
2016-09-30,2016,3,Denmark,Out,Request,18.1,7
2016-09-30,2016,3,Denmark,In,Transfer,9,29
2016-09-30,2016,3,Denmark,In,Transfer,11,4
2016-09-30,2016,3,Denmark,In,Transfer,12,1
2016-09-30,2016,3,Denmark,In,Transfer,17.2,16
2016-09-30,2016,3,Denmark,In,Transfer,18.1,4
2016-09-30,2016,3,Denmark,Out,Transfer,18.1,1
2016-09-30,2016,3,Finland,Out,Request,11,2
2016-09-30,2016,3,Finland,Out,Request,18.1,20
2016-09-30,2016,3,Finland,In,Transfer,11,6
2016-09-30,2016,3,Finland,In,Transfer,17.2,2
2016-09-30,2016,3,Finland,In,Transfer,18.1,2
2016-09-30,2016,3,Finland,Out,Transfer,18.1,1
2016-09-30,2016,3,France,In,Request,8.1,19
2016-09-30,2016,3,France,In,Request,8.2,23
2016-09-30,2016,3,France,In,Request,9,6
2016-09-30,2016,3,France,In,Request,11,8
2016-09-30,2016,3,France,In,Request,13,1
2016-09-30,2016,3,France,In,Request,17.2,5
2016-09-30,2016,3,France,In,Request,18.1,62
2016-09-30,2016,3,France,In,Request,20.5,12
2016-09-30,2016,3,France,Out,Request,11,1
2016-09-30,2016,3,France,Out,Request,12,1
2016-09-30,2016,3,France,Out,Request,13,1
2016-09-30,2016,3,France,Out,Request,18.1,57
2016-09-30,2016,3,France,In,Transfer,8.1,12
2016-09-30,2016,3,France,In,Transfer,8.2,19
2016-09-30,2016,3,France,In,Transfer,9,3
2016-09-30,2016,3,France,In,Transfer,11,3
2016-09-30,2016,3,France,In,Transfer,16,1
2016-09-30,2016,3,France,In,Transfer,17.2,1
2016-09-30,2016,3,France,In,Transfer,18.1,5
2016-09-30,2016,3,France,Out,Transfer,13,1
2016-09-30,2016,3,France,Out,Transfer,18.1,8
2016-09-30,2016,3,Germany,In,Request,8.1,2
2016-09-30,2016,3,Germany,In,Request,9,2
2016-09-30,2016,3,Germany,In,Request,11,7
2016-09-30,2016,3,Germany,In,Request,13,1
2016-09-30,2016,3,Germany,In,Request,17.2,3
2016-09-30,2016,3,Germany,In,Request,18.1,40
2016-09-30,2016,3,Germany,Out,Request,11,15
2016-09-30,2016,3,Germany,Out,Request,12,2
2016-09-30,2016,3,Germany,Out,Request,13,3
2016-09-30,2016,3,Germany,Out,Request,16,4
2016-09-30,2016,3,Germany,Out,Request,18.1,262
2016-09-30,2016,3,Germany,In,Transfer,8.2,1
2016-09-30,2016,3,Germany,In,Transfer,18.1,3
2016-09-30,2016,3,Germany,Out,Transfer,18.1,25
2016-09-30,2016,3,Greece,In,Request,8.1,3
2016-09-30,2016,3,Greece,In,Request,8.2,5
2016-09-30,2016,3,Greece,In,Request,9,3
2016-09-30,2016,3,Greece,In,Request,11,1
2016-09-30,2016,3,Greece,In,Request,17.2,1
2016-09-30,2016,3,Greece,In,Transfer,10,1
2016-09-30,2016,3,Hungary,In,Request,17.2,2
2016-09-30,2016,3,Hungary,Out,Request,11,3
2016-09-30,2016,3,Hungary,Out,Request,13,8
2016-09-30,2016,3,Hungary,Out,Request,14,1
2016-09-30,2016,3,Hungary,Out,Request,18.1,165
2016-09-30,2016,3,Iceland,In,Request,18.1,1
