Date,Year,Quarter,NRM referral,Nationality,Region,Sex,Age Group,Referrals
2020-12-31,2020,4,No NRM referral raised,Yemen,Middle East,Male,25 to 39,10
2020-12-31,2020,4,No NRM referral raised,Yemen,Middle East,Male,40 and over,1
2020-12-31,2020,4,NRM referral raised,Afghanistan,Asia Central,Male,17 and under,6
2020-12-31,2020,4,NRM referral raised,Afghanistan,Asia Central,Male,18 to 24,4
2020-12-31,2020,4,NRM referral raised,Afghanistan,Asia Central,Male,25 to 39,4
2020-12-31,2020,4,NRM referral raised,Albania,Europe Other,Male,18 to 24,3
2020-12-31,2020,4,NRM referral raised,Albania,Europe Other,Male,25 to 39,5
2020-12-31,2020,4,NRM referral raised,Chad,Africa Sub-Saharan,Male,17 and under,1
2020-12-31,2020,4,NRM referral raised,Egypt,Africa North,Male,25 to 39,2
2020-12-31,2020,4,NRM referral raised,Eritrea,Africa Sub-Saharan,Female,17 and under,1
2020-12-31,2020,4,NRM referral raised,Eritrea,Africa Sub-Saharan,Female,18 to 24,4
2020-12-31,2020,4,NRM referral raised,Eritrea,Africa Sub-Saharan,Female,25 to 39,1
2020-12-31,2020,4,NRM referral raised,Eritrea,Africa Sub-Saharan,Male,17 and under,1
2020-12-31,2020,4,NRM referral raised,Eritrea,Africa Sub-Saharan,Male,18 to 24,5
2020-12-31,2020,4,NRM referral raised,Eritrea,Africa Sub-Saharan,Male,25 to 39,14
2020-12-31,2020,4,NRM referral raised,Ethiopia,Africa Sub-Saharan,Male,17 and under,1
2020-12-31,2020,4,NRM referral raised,Ethiopia,Africa Sub-Saharan,Male,18 to 24,1
2020-12-31,2020,4,NRM referral raised,Ethiopia,Africa Sub-Saharan,Male,25 to 39,1
2020-12-31,2020,4,NRM referral raised,Guinea,Africa Sub-Saharan,Male,17 and under,2
2020-12-31,2020,4,NRM referral raised,India,Asia South,Male,25 to 39,1
2020-12-31,2020,4,NRM referral raised,Iran,Middle East,Female,18 to 24,1
2020-12-31,2020,4,NRM referral raised,Iran,Middle East,Female,25 to 39,7
2020-12-31,2020,4,NRM referral raised,Iran,Middle East,Female,40 and over,1
2020-12-31,2020,4,NRM referral raised,Iran,Middle East,Male,17 and under,5
2020-12-31,2020,4,NRM referral raised,Iran,Middle East,Male,18 to 24,2
2020-12-31,2020,4,NRM referral raised,Iran,Middle East,Male,25 to 39,17
2020-12-31,2020,4,NRM referral raised,Iran,Middle East,Male,40 and over,3
2020-12-31,2020,4,NRM referral raised,Iraq,Middle East,Male,17 and under,2
2020-12-31,2020,4,NRM referral raised,Iraq,Middle East,Male,18 to 24,2
2020-12-31,2020,4,NRM referral raised,Iraq,Middle East,Male,25 to 39,4
2020-12-31,2020,4,NRM referral raised,Iraq,Middle East,Male,40 and over,1
2020-12-31,2020,4,NRM referral raised,Libya,Africa North,Male,18 to 24,1
2020-12-31,2020,4,NRM referral raised,Libya,Africa North,Male,25 to 39,1
2020-12-31,2020,4,NRM referral raised,Mali,Africa Sub-Saharan,Male,17 and under,1
2020-12-31,2020,4,NRM referral raised,Mali,Africa Sub-Saharan,Male,25 to 39,1
2020-12-31,2020,4,NRM referral raised,Pakistan,Asia South,Male,25 to 39,3
2020-12-31,2020,4,NRM referral raised,Somalia,Africa Sub-Saharan,Female,40 and over,1
2020-12-31,2020,4,NRM referral raised,South Sudan,Africa Sub-Saharan,Male,18 to 24,1
2020-12-31,2020,4,NRM referral raised,South Sudan,Africa Sub-Saharan,Male,25 to 39,2
2020-12-31,2020,4,NRM referral raised,Sri Lanka,Asia South,Male,25 to 39,1
2020-12-31,2020,4,NRM referral raised,Sudan,Africa North,Male,17 and under,9
2020-12-31,2020,4,NRM referral raised,Sudan,Africa North,Male,18 to 24,11
2020-12-31,2020,4,NRM referral raised,Sudan,Africa North,Male,25 to 39,13
2020-12-31,2020,4,NRM referral raised,Sudan,Africa North,Male,40 and over,1
2020-12-31,2020,4,NRM referral raised,Syria,Middle East,Male,18 to 24,4
2020-12-31,2020,4,NRM referral raised,Syria,Middle East,Male,25 to 39,2
2020-12-31,2020,4,NRM referral raised,Vietnam,Asia South East,Male,17 and under,5
2020-12-31,2020,4,NRM referral raised,Vietnam,Asia South East,Male,18 to 24,13
2020-12-31,2020,4,NRM referral raised,Vietnam,Asia South East,Male,25 to 39,7
2020-12-31,2020,4,NRM referral raised,Yemen,Middle East,Male,25 to 39,1
2021-03-31,2021,1,No NRM referral raised,Afghanistan,Asia Central,Female,18 to 24,2
2021-03-31,2021,1,No NRM referral raised,Afghanistan,Asia Central,Female,25 to 39,2
2021-03-31,2021,1,No NRM referral raised,Afghanistan,Asia Central,Female,40 and over,1
2021-03-31,2021,1,No NRM referral raised,Afghanistan,Asia Central,Male,17 and under,16
2021-03-31,2021,1,No NRM referral raised,Afghanistan,Asia Central,Male,18 to 24,19
2021-03-31,2021,1,No NRM referral raised,Afghanistan,Asia Central,Male,25 to 39,26
2021-03-31,2021,1,No NRM referral raised,Afghanistan,Asia Central,Male,40 and over,2
2021-03-31,2021,1,No NRM referral raised,Albania,Europe Other,Male,25 to 39,1
2021-03-31,2021,1,No NRM referral raised,Chad,Africa Sub-Saharan,Male,18 to 24,1
2021-03-31,2021,1,No NRM referral raised,Chad,Africa Sub-Saharan,Male,25 to 39,1
2021-03-31,2021,1,No NRM referral raised,Egypt,Africa North,Male,17 and under,1
2021-03-31,2021,1,No NRM referral raised,Egypt,Africa North,Male,18 to 24,5
2021-03-31,2021,1,No NRM referral raised,Egypt,Africa North,Male,25 to 39,7
2021-03-31,2021,1,No NRM referral raised,Egypt,Africa North,Male,40 and over,3
2021-03-31,2021,1,No NRM referral raised,Eritrea,Africa Sub-Saharan,Female,17 and under,1
2021-03-31,2021,1,No NRM referral raised,Eritrea,Africa Sub-Saharan,Female,18 to 24,4
2021-03-31,2021,1,No NRM referral raised,Eritrea,Africa Sub-Saharan,Female,25 to 39,2
2021-03-31,2021,1,No NRM referral raised,Eritrea,Africa Sub-Saharan,Male,17 and under,1
2021-03-31,2021,1,No NRM referral raised,Eritrea,Africa Sub-Saharan,Male,18 to 24,9
2021-03-31,2021,1,No NRM referral raised,Eritrea,Africa Sub-Saharan,Male,25 to 39,8
2021-03-31,2021,1,No NRM referral raised,Ethiopia,Africa Sub-Saharan,Female,17 and under,1
2021-03-31,2021,1,No NRM referral raised,Ethiopia,Africa Sub-Saharan,Female,25 to 39,1
2021-03-31,2021,1,No NRM referral raised,Ethiopia,Africa Sub-Saharan,Male,17 and under,1
2021-03-31,2021,1,No NRM referral raised,Ethiopia,Africa Sub-Saharan,Male,18 to 24,1
2021-03-31,2021,1,No NRM referral raised,Ethiopia,Africa Sub-Saharan,Male,25 to 39,3
2021-03-31,2021,1,No NRM referral raised,"Gambia, The",Africa Sub-Saharan,Male,17 and under,2
2021-03-31,2021,1,No NRM referral raised,Ghana,Africa Sub-Saharan,Male,40 and over,1
2021-03-31,2021,1,No NRM referral raised,Guinea,Africa Sub-Saharan,Male,17 and under,2
2021-03-31,2021,1,No NRM referral raised,Guinea,Africa Sub-Saharan,Male,18 to 24,1
2021-03-31,2021,1,No NRM referral raised,Guinea,Africa Sub-Saharan,Male,25 to 39,1
2021-03-31,2021,1,No NRM referral raised,India,Asia South,Male,18 to 24,1
2021-03-31,2021,1,No NRM referral raised,India,Asia South,Male,25 to 39,3
2021-03-31,2021,1,No NRM referral raised,Iran,Middle East,Female,17 and under,7
2021-03-31,2021,1,No NRM referral raised,Iran,Middle East,Female,18 to 24,1
2021-03-31,2021,1,No NRM referral raised,Iran,Middle East,Female,25 to 39,12
2021-03-31,2021,1,No NRM referral raised,Iran,Middle East,Female,40 and over,6
2021-03-31,2021,1,No NRM referral raised,Iran,Middle East,Male,17 and under,45
2021-03-31,2021,1,No NRM referral raised,Iran,Middle East,Male,18 to 24,62
2021-03-31,2021,1,No NRM referral raised,Iran,Middle East,Male,25 to 39,169
2021-03-31,2021,1,No NRM referral raised,Iran,Middle East,Male,40 and over,32
2021-03-31,2021,1,No NRM referral raised,Iraq,Middle East,Female,17 and under,17
2021-03-31,2021,1,No NRM referral raised,Iraq,Middle East,Female,18 to 24,10
2021-03-31,2021,1,No NRM referral raised,Iraq,Middle East,Female,25 to 39,20
2021-03-31,2021,1,No NRM referral raised,Iraq,Middle East,Female,40 and over,3
2021-03-31,2021,1,No NRM referral raised,Iraq,Middle East,Male,17 and under,26
2021-03-31,2021,1,No NRM referral raised,Iraq,Middle East,Male,18 to 24,41
2021-03-31,2021,1,No NRM referral raised,Iraq,Middle East,Male,25 to 39,103
2021-03-31,2021,1,No NRM referral raised,Iraq,Middle East,Male,40 and over,9
2021-03-31,2021,1,No NRM referral raised,Iraq,Middle East,Unknown,17 and under,1
2021-03-31,2021,1,No NRM referral raised,Kuwait,Middle East,Male,25 to 39,5
2021-03-31,2021,1,No NRM referral raised,Kuwait,Middle East,Male,40 and over,1
2021-03-31,2021,1,No NRM referral raised,Libya,Africa North,Male,18 to 24,2
2021-03-31,2021,1,No NRM referral raised,Libya,Africa North,Male,25 to 39,7
2021-03-31,2021,1,No NRM referral raised,Libya,Africa North,Male,40 and over,2
2021-03-31,2021,1,No NRM referral raised,Occupied Palestinian Territories,Middle East,Male,18 to 24,1
2021-03-31,2021,1,No NRM referral raised,Occupied Palestinian Territories,Middle East,Male,25 to 39,1
2021-03-31,2021,1,No NRM referral raised,Other and unknown,Other,Male,25 to 39,1
2021-03-31,2021,1,No NRM referral raised,Pakistan,Asia South,Male,18 to 24,5
2021-03-31,2021,1,No NRM referral raised,Pakistan,Asia South,Male,25 to 39,12
2021-03-31,2021,1,No NRM referral raised,Pakistan,Asia South,Male,40 and over,2
2021-03-31,2021,1,No NRM referral raised,Refugee,Other,Female,17 and under,2
2021-03-31,2021,1,No NRM referral raised,Refugee,Other,Male,17 and under,3
2021-03-31,2021,1,No NRM referral raised,Refugee,Other,Male,18 to 24,3
2021-03-31,2021,1,No NRM referral raised,Refugee,Other,Male,25 to 39,6
2021-03-31,2021,1,No NRM referral raised,Refugee,Other,Male,40 and over,1
2021-03-31,2021,1,No NRM referral raised,Saudi Arabia,Middle East,Male,25 to 39,1
2021-03-31,2021,1,No NRM referral raised,Senegal,Africa Sub-Saharan,Male,18 to 24,1
2021-03-31,2021,1,No NRM referral raised,Senegal,Africa Sub-Saharan,Male,25 to 39,2
2021-03-31,2021,1,No NRM referral raised,Somalia,Africa Sub-Saharan,Male,18 to 24,1
2021-03-31,2021,1,No NRM referral raised,South Sudan,Africa Sub-Saharan,Male,17 and under,1
2021-03-31,2021,1,No NRM referral raised,Sri Lanka,Asia South,Female,25 to 39,1
2021-03-31,2021,1,No NRM referral raised,Sri Lanka,Asia South,Male,18 to 24,1
2021-03-31,2021,1,No NRM referral raised,Sri Lanka,Asia South,Male,25 to 39,2
2021-03-31,2021,1,No NRM referral raised,Sri Lanka,Asia South,Male,40 and over,1
2021-03-31,2021,1,No NRM referral raised,Stateless,Other,Female,17 and under,3
2021-03-31,2021,1,No NRM referral raised,Stateless,Other,Female,25 to 39,1
2021-03-31,2021,1,No NRM referral raised,Stateless,Other,Female,40 and over,2
2021-03-31,2021,1,No NRM referral raised,Stateless,Other,Male,17 and under,5
2021-03-31,2021,1,No NRM referral raised,Stateless,Other,Male,18 to 24,7
2021-03-31,2021,1,No NRM referral raised,Stateless,Other,Male,25 to 39,2
2021-03-31,2021,1,No NRM referral raised,Stateless,Other,Male,40 and over,4
2021-03-31,2021,1,No NRM referral raised,Sudan,Africa North,Female,18 to 24,1
2021-03-31,2021,1,No NRM referral raised,Sudan,Africa North,Male,17 and under,7
2021-03-31,2021,1,No NRM referral raised,Sudan,Africa North,Male,18 to 24,24
2021-03-31,2021,1,No NRM referral raised,Sudan,Africa North,Male,25 to 39,19
2021-03-31,2021,1,No NRM referral raised,Sudan,Africa North,Male,40 and over,1
2021-03-31,2021,1,No NRM referral raised,Syria,Middle East,Female,17 and under,2
2021-03-31,2021,1,No NRM referral raised,Syria,Middle East,Female,25 to 39,3
2021-03-31,2021,1,No NRM referral raised,Syria,Middle East,Female,40 and over,2
2021-03-31,2021,1,No NRM referral raised,Syria,Middle East,Male,17 and under,23
2021-03-31,2021,1,No NRM referral raised,Syria,Middle East,Male,18 to 24,83
2021-03-31,2021,1,No NRM referral raised,Syria,Middle East,Male,25 to 39,83
2021-03-31,2021,1,No NRM referral raised,Syria,Middle East,Male,40 and over,8
2021-03-31,2021,1,No NRM referral raised,Turkey,Europe Other,Male,40 and over,2
2021-03-31,2021,1,No NRM referral raised,Vietnam,Asia South East,Female,17 and under,1
2021-03-31,2021,1,No NRM referral raised,Vietnam,Asia South East,Female,18 to 24,2
2021-03-31,2021,1,No NRM referral raised,Vietnam,Asia South East,Female,25 to 39,6
2021-03-31,2021,1,No NRM referral raised,Vietnam,Asia South East,Male,17 and under,4
2021-03-31,2021,1,No NRM referral raised,Vietnam,Asia South East,Male,18 to 24,62
2021-03-31,2021,1,No NRM referral raised,Vietnam,Asia South East,Male,25 to 39,67
2021-03-31,2021,1,No NRM referral raised,Vietnam,Asia South East,Male,40 and over,4
2021-03-31,2021,1,No NRM referral raised,Yemen,Middle East,Male,17 and under,2
2021-03-31,2021,1,No NRM referral raised,Yemen,Middle East,Male,25 to 39,4
2021-03-31,2021,1,No NRM referral raised,Yemen,Middle East,Male,40 and over,1
2021-03-31,2021,1,NRM referral raised,Afghanistan,Asia Central,Male,17 and under,6
2021-03-31,2021,1,NRM referral raised,Algeria,Africa North,Male,17 and under,1
2021-03-31,2021,1,NRM referral raised,Egypt,Africa North,Male,18 to 24,1
2021-03-31,2021,1,NRM referral raised,Egypt,Africa North,Male,25 to 39,4
2021-03-31,2021,1,NRM referral raised,Egypt,Africa North,Male,40 and over,1
2021-03-31,2021,1,NRM referral raised,Eritrea,Africa Sub-Saharan,Female,25 to 39,1
2021-03-31,2021,1,NRM referral raised,Eritrea,Africa Sub-Saharan,Male,25 to 39,1
2021-03-31,2021,1,NRM referral raised,Ethiopia,Africa Sub-Saharan,Male,18 to 24,1
2021-03-31,2021,1,NRM referral raised,"Gambia, The",Africa Sub-Saharan,Male,17 and under,1
2021-03-31,2021,1,NRM referral raised,"Gambia, The",Africa Sub-Saharan,Male,18 to 24,1
2021-03-31,2021,1,NRM referral raised,Guinea,Africa Sub-Saharan,Male,18 to 24,1
2021-03-31,2021,1,NRM referral raised,Guinea,Africa Sub-Saharan,Male,25 to 39,1
2021-03-31,2021,1,NRM referral raised,India,Asia South,Male,25 to 39,1
2021-03-31,2021,1,NRM referral raised,Iran,Middle East,Female,18 to 24,1
2021-03-31,2021,1,NRM referral raised,Iran,Middle East,Female,25 to 39,4
2021-03-31,2021,1,NRM referral raised,Iran,Middle East,Female,40 and over,1
2021-03-31,2021,1,NRM referral raised,Iran,Middle East,Male,17 and under,3
2021-03-31,2021,1,NRM referral raised,Iran,Middle East,Male,18 to 24,4
2021-03-31,2021,1,NRM referral raised,Iran,Middle East,Male,25 to 39,9
2021-03-31,2021,1,NRM referral raised,Iraq,Middle East,Female,25 to 39,2
2021-03-31,2021,1,NRM referral raised,Iraq,Middle East,Male,17 and under,6
2021-03-31,2021,1,NRM referral raised,Iraq,Middle East,Male,18 to 24,1
2021-03-31,2021,1,NRM referral raised,Iraq,Middle East,Male,25 to 39,3
2021-03-31,2021,1,NRM referral raised,Iraq,Middle East,Male,40 and over,3
2021-03-31,2021,1,NRM referral raised,Libya,Africa North,Male,17 and under,1
2021-03-31,2021,1,NRM referral raised,Pakistan,Asia South,Male,25 to 39,1
2021-03-31,2021,1,NRM referral raised,Refugee,Other,Male,25 to 39,1
2021-03-31,2021,1,NRM referral raised,South Sudan,Africa Sub-Saharan,Male,17 and under,2
2021-03-31,2021,1,NRM referral raised,Sudan,Africa North,Male,17 and under,1
2021-03-31,2021,1,NRM referral raised,Sudan,Africa North,Male,18 to 24,11
2021-03-31,2021,1,NRM referral raised,Sudan,Africa North,Male,25 to 39,9
2021-03-31,2021,1,NRM referral raised,Sudan,Africa North,Male,40 and over,1
2021-03-31,2021,1,NRM referral raised,Syria,Middle East,Male,17 and under,2
2021-03-31,2021,1,NRM referral raised,Syria,Middle East,Male,18 to 24,5
2021-03-31,2021,1,NRM referral raised,Syria,Middle East,Male,25 to 39,4
2021-03-31,2021,1,NRM referral raised,Syria,Middle East,Male,40 and over,1
2021-03-31,2021,1,NRM referral raised,Turkey,Europe Other,Male,17 and under,1
2021-03-31,2021,1,NRM referral raised,Vietnam,Asia South East,Female,17 and under,2
2021-03-31,2021,1,NRM referral raised,Vietnam,Asia South East,Female,18 to 24,2
2021-03-31,2021,1,NRM referral raised,Vietnam,Asia South East,Female,25 to 39,4
2021-03-31,2021,1,NRM referral raised,Vietnam,Asia South East,Male,17 and under,11
2021-03-31,2021,1,NRM referral raised,Vietnam,Asia South East,Male,18 to 24,22
2021-03-31,2021,1,NRM referral raised,Vietnam,Asia South East,Male,25 to 39,26
2021-03-31,2021,1,NRM referral raised,Vietnam,Asia South East,Male,40 and over,2
2021-03-31,2021,1,NRM referral raised,Yemen,Middle East,Male,17 and under,1
2021-03-31,2021,1,NRM referral raised,Yemen,Middle East,Male,25 to 39,1
2021-06-30,2021,2,No NRM referral raised,Afghanistan,Asia Central,Female,17 and under,2
2021-06-30,2021,2,No NRM referral raised,Afghanistan,Asia Central,Female,18 to 24,1
2021-06-30,2021,2,No NRM referral raised,Afghanistan,Asia Central,Female,25 to 39,4
2021-06-30,2021,2,No NRM referral raised,Afghanistan,Asia Central,Female,40 and over,1
2021-06-30,2021,2,No NRM referral raised,Afghanistan,Asia Central,Male,17 and under,53
2021-06-30,2021,2,No NRM referral raised,Afghanistan,Asia Central,Male,18 to 24,41
2021-06-30,2021,2,No NRM referral raised,Afghanistan,Asia Central,Male,25 to 39,56
2021-06-30,2021,2,No NRM referral raised,Afghanistan,Asia Central,Male,40 and over,6
2021-06-30,2021,2,No NRM referral raised,Albania,Europe Other,Male,18 to 24,7
2021-06-30,2021,2,No NRM referral raised,Albania,Europe Other,Male,25 to 39,3
2021-06-30,2021,2,No NRM referral raised,Algeria,Africa North,Male,18 to 24,2
2021-06-30,2021,2,No NRM referral raised,Algeria,Africa North,Male,25 to 39,10
2021-06-30,2021,2,No NRM referral raised,Belarus,Europe Other,Female,18 to 24,1
2021-06-30,2021,2,No NRM referral raised,Central African Republic,Africa Sub-Saharan,Male,18 to 24,1
2021-06-30,2021,2,No NRM referral raised,Chad,Africa Sub-Saharan,Male,17 and under,3
2021-06-30,2021,2,No NRM referral raised,Chad,Africa Sub-Saharan,Male,18 to 24,1
2021-06-30,2021,2,No NRM referral raised,Chad,Africa Sub-Saharan,Male,25 to 39,3
2021-06-30,2021,2,No NRM referral raised,Egypt,Africa North,Male,17 and under,3
2021-06-30,2021,2,No NRM referral raised,Egypt,Africa North,Male,18 to 24,19
2021-06-30,2021,2,No NRM referral raised,Egypt,Africa North,Male,25 to 39,19
2021-06-30,2021,2,No NRM referral raised,Egypt,Africa North,Male,40 and over,5
2021-06-30,2021,2,No NRM referral raised,Eritrea,Africa Sub-Saharan,Female,17 and under,30
2021-06-30,2021,2,No NRM referral raised,Eritrea,Africa Sub-Saharan,Female,18 to 24,40
2021-06-30,2021,2,No NRM referral raised,Eritrea,Africa Sub-Saharan,Female,25 to 39,49
2021-06-30,2021,2,No NRM referral raised,Eritrea,Africa Sub-Saharan,Female,40 and over,6
2021-06-30,2021,2,No NRM referral raised,Eritrea,Africa Sub-Saharan,Male,17 and under,34
2021-06-30,2021,2,No NRM referral raised,Eritrea,Africa Sub-Saharan,Male,18 to 24,105
2021-06-30,2021,2,No NRM referral raised,Eritrea,Africa Sub-Saharan,Male,25 to 39,252
2021-06-30,2021,2,No NRM referral raised,Eritrea,Africa Sub-Saharan,Male,40 and over,26
2021-06-30,2021,2,No NRM referral raised,Ethiopia,Africa Sub-Saharan,Female,17 and under,6
2021-06-30,2021,2,No NRM referral raised,Ethiopia,Africa Sub-Saharan,Female,18 to 24,7
2021-06-30,2021,2,No NRM referral raised,Ethiopia,Africa Sub-Saharan,Female,25 to 39,4
2021-06-30,2021,2,No NRM referral raised,Ethiopia,Africa Sub-Saharan,Female,40 and over,1
2021-06-30,2021,2,No NRM referral raised,Ethiopia,Africa Sub-Saharan,Male,17 and under,11
2021-06-30,2021,2,No NRM referral raised,Ethiopia,Africa Sub-Saharan,Male,18 to 24,27
2021-06-30,2021,2,No NRM referral raised,Ethiopia,Africa Sub-Saharan,Male,25 to 39,42
2021-06-30,2021,2,No NRM referral raised,Ethiopia,Africa Sub-Saharan,Male,40 and over,5
2021-06-30,2021,2,No NRM referral raised,"Gambia, The",Africa Sub-Saharan,Male,18 to 24,1
2021-06-30,2021,2,No NRM referral raised,"Gambia, The",Africa Sub-Saharan,Male,25 to 39,1
2021-06-30,2021,2,No NRM referral raised,Ghana,Africa Sub-Saharan,Male,18 to 24,1
2021-06-30,2021,2,No NRM referral raised,Ghana,Africa Sub-Saharan,Male,40 and over,1
2021-06-30,2021,2,No NRM referral raised,Guinea,Africa Sub-Saharan,Male,18 to 24,1
2021-06-30,2021,2,No NRM referral raised,Guinea,Africa Sub-Saharan,Male,25 to 39,1
2021-06-30,2021,2,No NRM referral raised,Haiti,America Central and South,Male,40 and over,1
2021-06-30,2021,2,No NRM referral raised,India,Asia South,Female,17 and under,1
2021-06-30,2021,2,No NRM referral raised,India,Asia South,Female,25 to 39,1
2021-06-30,2021,2,No NRM referral raised,India,Asia South,Female,40 and over,1
2021-06-30,2021,2,No NRM referral raised,India,Asia South,Male,17 and under,1
2021-06-30,2021,2,No NRM referral raised,India,Asia South,Male,25 to 39,14
2021-06-30,2021,2,No NRM referral raised,India,Asia South,Male,40 and over,6
2021-06-30,2021,2,No NRM referral raised,Iran,Middle East,Female,17 and under,14
2021-06-30,2021,2,No NRM referral raised,Iran,Middle East,Female,18 to 24,3
2021-06-30,2021,2,No NRM referral raised,Iran,Middle East,Female,25 to 39,25
2021-06-30,2021,2,No NRM referral raised,Iran,Middle East,Female,40 and over,13
2021-06-30,2021,2,No NRM referral raised,Iran,Middle East,Male,17 and under,117
2021-06-30,2021,2,No NRM referral raised,Iran,Middle East,Male,18 to 24,213
2021-06-30,2021,2,No NRM referral raised,Iran,Middle East,Male,25 to 39,383
2021-06-30,2021,2,No NRM referral raised,Iran,Middle East,Male,40 and over,78
2021-06-30,2021,2,No NRM referral raised,Iraq,Middle East,Female,17 and under,44
2021-06-30,2021,2,No NRM referral raised,Iraq,Middle East,Female,18 to 24,16
2021-06-30,2021,2,No NRM referral raised,Iraq,Middle East,Female,25 to 39,32
2021-06-30,2021,2,No NRM referral raised,Iraq,Middle East,Female,40 and over,10
2021-06-30,2021,2,No NRM referral raised,Iraq,Middle East,Male,17 and under,85
2021-06-30,2021,2,No NRM referral raised,Iraq,Middle East,Male,18 to 24,158
2021-06-30,2021,2,No NRM referral raised,Iraq,Middle East,Male,25 to 39,229
2021-06-30,2021,2,No NRM referral raised,Iraq,Middle East,Male,40 and over,31
2021-06-30,2021,2,No NRM referral raised,Kuwait,Middle East,Female,17 and under,7
2021-06-30,2021,2,No NRM referral raised,Kuwait,Middle East,Female,18 to 24,2
2021-06-30,2021,2,No NRM referral raised,Kuwait,Middle East,Female,25 to 39,4
2021-06-30,2021,2,No NRM referral raised,Kuwait,Middle East,Female,40 and over,2
2021-06-30,2021,2,No NRM referral raised,Kuwait,Middle East,Male,17 and under,10
2021-06-30,2021,2,No NRM referral raised,Kuwait,Middle East,Male,18 to 24,7
2021-06-30,2021,2,No NRM referral raised,Kuwait,Middle East,Male,25 to 39,24
2021-06-30,2021,2,No NRM referral raised,Kuwait,Middle East,Male,40 and over,5
2021-06-30,2021,2,No NRM referral raised,Lebanon,Middle East,Male,25 to 39,2
2021-06-30,2021,2,No NRM referral raised,Libya,Africa North,Male,17 and under,1
2021-06-30,2021,2,No NRM referral raised,Libya,Africa North,Male,18 to 24,8
2021-06-30,2021,2,No NRM referral raised,Libya,Africa North,Male,25 to 39,19
2021-06-30,2021,2,No NRM referral raised,Libya,Africa North,Male,40 and over,1
2021-06-30,2021,2,No NRM referral raised,Mauritania,Africa North,Male,25 to 39,1
2021-06-30,2021,2,No NRM referral raised,Morocco,Africa North,Male,25 to 39,4
2021-06-30,2021,2,No NRM referral raised,Occupied Palestinian Territories,Middle East,Male,18 to 24,5
2021-06-30,2021,2,No NRM referral raised,Occupied Palestinian Territories,Middle East,Male,25 to 39,5
2021-06-30,2021,2,No NRM referral raised,Pakistan,Asia South,Male,17 and under,1
2021-06-30,2021,2,No NRM referral raised,Pakistan,Asia South,Male,18 to 24,7
2021-06-30,2021,2,No NRM referral raised,Pakistan,Asia South,Male,25 to 39,9
2021-06-30,2021,2,No NRM referral raised,Pakistan,Asia South,Male,40 and over,2
2021-06-30,2021,2,No NRM referral raised,Refugee,Other,Female,17 and under,8
2021-06-30,2021,2,No NRM referral raised,Refugee,Other,Female,18 to 24,1
2021-06-30,2021,2,No NRM referral raised,Refugee,Other,Female,25 to 39,6
2021-06-30,2021,2,No NRM referral raised,Refugee,Other,Female,40 and over,4
2021-06-30,2021,2,No NRM referral raised,Refugee,Other,Male,17 and under,22
2021-06-30,2021,2,No NRM referral raised,Refugee,Other,Male,18 to 24,9
2021-06-30,2021,2,No NRM referral raised,Refugee,Other,Male,25 to 39,24
2021-06-30,2021,2,No NRM referral raised,Refugee,Other,Male,40 and over,10
2021-06-30,2021,2,No NRM referral raised,Russia,Europe Other,Female,40 and over,1
2021-06-30,2021,2,No NRM referral raised,Russia,Europe Other,Male,17 and under,1
2021-06-30,2021,2,No NRM referral raised,Somalia,Africa Sub-Saharan,Male,17 and under,4
2021-06-30,2021,2,No NRM referral raised,Somalia,Africa Sub-Saharan,Male,18 to 24,5
2021-06-30,2021,2,No NRM referral raised,Somalia,Africa Sub-Saharan,Male,25 to 39,4
2021-06-30,2021,2,No NRM referral raised,South Sudan,Africa Sub-Saharan,Male,17 and under,2
2021-06-30,2021,2,No NRM referral raised,South Sudan,Africa Sub-Saharan,Male,18 to 24,8
2021-06-30,2021,2,No NRM referral raised,South Sudan,Africa Sub-Saharan,Male,25 to 39,7
2021-06-30,2021,2,No NRM referral raised,Sri Lanka,Asia South,Male,18 to 24,3
2021-06-30,2021,2,No NRM referral raised,Sri Lanka,Asia South,Male,25 to 39,6
2021-06-30,2021,2,No NRM referral raised,Sri Lanka,Asia South,Male,40 and over,6
2021-06-30,2021,2,No NRM referral raised,Stateless,Other,Female,17 and under,23
2021-06-30,2021,2,No NRM referral raised,Stateless,Other,Female,18 to 24,1
2021-06-30,2021,2,No NRM referral raised,Stateless,Other,Female,25 to 39,15
2021-06-30,2021,2,No NRM referral raised,Stateless,Other,Female,40 and over,3
2021-06-30,2021,2,No NRM referral raised,Stateless,Other,Male,17 and under,24
2021-06-30,2021,2,No NRM referral raised,Stateless,Other,Male,18 to 24,11
2021-06-30,2021,2,No NRM referral raised,Stateless,Other,Male,25 to 39,42
2021-06-30,2021,2,No NRM referral raised,Stateless,Other,Male,40 and over,15
2021-06-30,2021,2,No NRM referral raised,Sudan,Africa North,Female,17 and under,1
2021-06-30,2021,2,No NRM referral raised,Sudan,Africa North,Male,17 and under,31
2021-06-30,2021,2,No NRM referral raised,Sudan,Africa North,Male,18 to 24,107
2021-06-30,2021,2,No NRM referral raised,Sudan,Africa North,Male,25 to 39,111
2021-06-30,2021,2,No NRM referral raised,Sudan,Africa North,Male,40 and over,5
2021-06-30,2021,2,No NRM referral raised,Syria,Middle East,Female,17 and under,17
2021-06-30,2021,2,No NRM referral raised,Syria,Middle East,Female,18 to 24,2
2021-06-30,2021,2,No NRM referral raised,Syria,Middle East,Female,25 to 39,9
