Date,Year,Quarter,Nationality,Region,Sex,Age Group,NRM Case Outcome,NRM Case Outcome Group,Referrals
2020-10-01,2020,4,Ethiopia,Africa Sub-Saharan,Male,30 to 49,Positive,Reasonable grounds decision,1
2020-10-01,2020,4,Ethiopia,Africa Sub-Saharan,Male,17 and under,Negative,Reasonable grounds decision,1
2020-10-01,2020,4,Guinea,Africa Sub-Saharan,Male,17 and under,Awaiting a conclusive grounds decision,Awaiting a decision,2
2020-10-01,2020,4,Guinea,Africa Sub-Saharan,Male,17 and under,Positive,Reasonable grounds decision,2
2020-10-01,2020,4,India,Asia South,Male,18 to 29,Negative,Reasonable grounds decision,1
2020-10-01,2020,4,Iran,Middle East,Female,18 to 29,Negative,Reasonable grounds decision,2
2020-10-01,2020,4,Iran,Middle East,Female,18 to 29,Positive,Conclusive grounds decision,2
2020-10-01,2020,4,Iran,Middle East,Female,18 to 29,Positive,Reasonable grounds decision,2
2020-10-01,2020,4,Iran,Middle East,Female,30 to 49,Awaiting a conclusive grounds decision,Awaiting a decision,3
2020-10-01,2020,4,Iran,Middle East,Female,30 to 49,Negative,Reasonable grounds decision,1
2020-10-01,2020,4,Iran,Middle East,Female,30 to 49,Positive,Conclusive grounds decision,1
2020-10-01,2020,4,Iran,Middle East,Female,30 to 49,Positive,Reasonable grounds decision,4
2020-10-01,2020,4,Iran,Middle East,Male,18 to 29,Awaiting a conclusive grounds decision,Awaiting a decision,8
2020-10-01,2020,4,Iran,Middle East,Male,18 to 29,Negative,Reasonable grounds decision,1
2020-10-01,2020,4,Iran,Middle East,Male,18 to 29,Positive,Reasonable grounds decision,8
2020-10-01,2020,4,Iran,Middle East,Male,18 to 29,Withdrawn/Closed,Withdrawn/Closed,1
2020-10-01,2020,4,Iran,Middle East,Male,30 to 49,Awaiting a conclusive grounds decision,Awaiting a decision,13
2020-10-01,2020,4,Iran,Middle East,Male,30 to 49,Positive,Reasonable grounds decision,13
2020-10-01,2020,4,Iran,Middle East,Male,17 and under,Awaiting a conclusive grounds decision,Awaiting a decision,1
2020-10-01,2020,4,Iran,Middle East,Male,17 and under,Negative,Conclusive grounds decision,1
2020-10-01,2020,4,Iran,Middle East,Male,17 and under,Negative,Reasonable grounds decision,1
2020-10-01,2020,4,Iran,Middle East,Male,17 and under,Positive,Reasonable grounds decision,2
2020-10-01,2020,4,Iran,Middle East,Male,17 and under,Withdrawn/Closed,Withdrawn/Closed,1
2020-10-01,2020,4,Iraq,Middle East,Male,18 to 29,Awaiting a conclusive grounds decision,Awaiting a decision,2
2020-10-01,2020,4,Iraq,Middle East,Male,18 to 29,Positive,Conclusive grounds decision,1
2020-10-01,2020,4,Iraq,Middle East,Male,18 to 29,Positive,Reasonable grounds decision,3
2020-10-01,2020,4,Iraq,Middle East,Male,30 to 49,Awaiting a conclusive grounds decision,Awaiting a decision,1
2020-10-01,2020,4,Iraq,Middle East,Male,30 to 49,Negative,Reasonable grounds decision,2
2020-10-01,2020,4,Iraq,Middle East,Male,30 to 49,Positive,Reasonable grounds decision,1
2020-10-01,2020,4,Iraq,Middle East,Male,17 and under,Awaiting a conclusive grounds decision,Awaiting a decision,1
2020-10-01,2020,4,Iraq,Middle East,Male,17 and under,Positive,Conclusive grounds decision,1
2020-10-01,2020,4,Iraq,Middle East,Male,17 and under,Positive,Reasonable grounds decision,2
2020-10-01,2020,4,Libya,Africa North,Male,18 to 29,Negative,Reasonable grounds decision,1
2020-10-01,2020,4,Libya,Africa North,Male,18 to 29,Withdrawn/Closed,Withdrawn/Closed,1
2020-10-01,2020,4,Mali,Africa Sub-Saharan,Male,18 to 29,Awaiting a conclusive grounds decision,Awaiting a decision,1
2020-10-01,2020,4,Mali,Africa Sub-Saharan,Male,18 to 29,Positive,Reasonable grounds decision,1
2020-10-01,2020,4,Mali,Africa Sub-Saharan,Male,17 and under,Awaiting a conclusive grounds decision,Awaiting a decision,1
2020-10-01,2020,4,Mali,Africa Sub-Saharan,Male,17 and under,Positive,Reasonable grounds decision,1
2020-10-01,2020,4,Pakistan,Asia South,Male,18 to 29,Awaiting a conclusive grounds decision,Awaiting a decision,1
2020-10-01,2020,4,Pakistan,Asia South,Male,18 to 29,Positive,Reasonable grounds decision,1
2020-10-01,2020,4,Pakistan,Asia South,Male,30 to 49,Awaiting a conclusive grounds decision,Awaiting a decision,1
2020-10-01,2020,4,Pakistan,Asia South,Male,30 to 49,Negative,Reasonable grounds decision,1
2020-10-01,2020,4,Pakistan,Asia South,Male,30 to 49,Positive,Reasonable grounds decision,1
2020-10-01,2020,4,Somalia,Africa Sub-Saharan,Female,30 to 49,Awaiting a conclusive grounds decision,Awaiting a decision,1
2020-10-01,2020,4,Somalia,Africa Sub-Saharan,Female,30 to 49,Positive,Reasonable grounds decision,1
2020-10-01,2020,4,Sri Lanka,Asia South,Male,18 to 29,Awaiting a conclusive grounds decision,Awaiting a decision,1
2020-10-01,2020,4,Sri Lanka,Asia South,Male,18 to 29,Positive,Reasonable grounds decision,1
2020-10-01,2020,4,Sudan,Africa North,Male,18 to 29,Awaiting a conclusive grounds decision,Awaiting a decision,15
2020-10-01,2020,4,Sudan,Africa North,Male,18 to 29,Negative,Reasonable grounds decision,1
2020-10-01,2020,4,Sudan,Africa North,Male,18 to 29,Positive,Conclusive grounds decision,4
2020-10-01,2020,4,Sudan,Africa North,Male,18 to 29,Positive,Reasonable grounds decision,19
2020-10-01,2020,4,Sudan,Africa North,Male,18 to 29,Withdrawn/Closed,Withdrawn/Closed,2
2020-10-01,2020,4,Sudan,Africa North,Male,30 to 49,Positive,Conclusive grounds decision,1
2020-10-01,2020,4,Sudan,Africa North,Male,30 to 49,Positive,Reasonable grounds decision,1
2020-10-01,2020,4,Sudan,Africa North,Male,17 and under,Awaiting a conclusive grounds decision,Awaiting a decision,5
2020-10-01,2020,4,Sudan,Africa North,Male,17 and under,Negative,Reasonable grounds decision,1
2020-10-01,2020,4,Sudan,Africa North,Male,17 and under,Positive,Conclusive grounds decision,2
2020-10-01,2020,4,Sudan,Africa North,Male,17 and under,Positive,Reasonable grounds decision,7
2020-10-01,2020,4,Sudan,Africa North,Male,17 and under,Withdrawn/Closed,Withdrawn/Closed,1
2020-10-01,2020,4,Sudan (South),Africa Sub-Saharan,Male,18 to 29,Awaiting a conclusive grounds decision,Awaiting a decision,2
2020-10-01,2020,4,Sudan (South),Africa Sub-Saharan,Male,18 to 29,Awaiting a reasonable grounds decision,Awaiting a decision,1
2020-10-01,2020,4,Sudan (South),Africa Sub-Saharan,Male,18 to 29,Positive,Reasonable grounds decision,2
2020-10-01,2020,4,Syria,Middle East,Male,18 to 29,Awaiting a conclusive grounds decision,Awaiting a decision,3
2020-10-01,2020,4,Syria,Middle East,Male,18 to 29,Positive,Conclusive grounds decision,2
2020-10-01,2020,4,Syria,Middle East,Male,18 to 29,Positive,Reasonable grounds decision,5
2020-10-01,2020,4,Syria,Middle East,Male,30 to 49,Negative,Reasonable grounds decision,1
2020-10-01,2020,4,Vietnam,Asia South East,Male,18 to 29,Awaiting a conclusive grounds decision,Awaiting a decision,5
2020-10-01,2020,4,Vietnam,Asia South East,Male,18 to 29,Awaiting reconsideration,Awaiting a decision,1
2020-10-01,2020,4,Vietnam,Asia South East,Male,18 to 29,Negative,Reasonable grounds decision,2
2020-10-01,2020,4,Vietnam,Asia South East,Male,18 to 29,Positive,Conclusive grounds decision,8
2020-10-01,2020,4,Vietnam,Asia South East,Male,18 to 29,Positive,Reasonable grounds decision,13
2020-10-01,2020,4,Vietnam,Asia South East,Male,18 to 29,Withdrawn/Closed,Withdrawn/Closed,2
2020-10-01,2020,4,Vietnam,Asia South East,Male,30 to 49,Awaiting a conclusive grounds decision,Awaiting a decision,1
2020-10-01,2020,4,Vietnam,Asia South East,Male,30 to 49,Positive,Reasonable grounds decision,1
2020-10-01,2020,4,Vietnam,Asia South East,Male,17 and under,Awaiting a conclusive grounds decision,Awaiting a decision,1
2020-10-01,2020,4,Vietnam,Asia South East,Male,17 and under,Positive,Conclusive grounds decision,2
2020-10-01,2020,4,Vietnam,Asia South East,Male,17 and under,Positive,Reasonable grounds decision,3
2020-10-01,2020,4,Vietnam,Asia South East,Male,17 and under,Withdrawn/Closed,Withdrawn/Closed,2
2020-10-01,2020,4,Yemen,Middle East,Male,30 to 49,Awaiting a conclusive grounds decision,Awaiting a decision,1
2020-10-01,2020,4,Yemen,Middle East,Male,30 to 49,Positive,Reasonable grounds decision,1
2021-01-01,2021,1,Afghanistan,Asia Central,Male,17 and under,Awaiting a conclusive grounds decision,Awaiting a decision,4
2021-01-01,2021,1,Afghanistan,Asia Central,Male,17 and under,Positive,Reasonable grounds decision,4
2021-01-01,2021,1,Afghanistan,Asia Central,Male,17 and under,Withdrawn/Closed,Withdrawn/Closed,2
2021-01-01,2021,1,Algeria,Africa North,Male,17 and under,Awaiting a conclusive grounds decision,Awaiting a decision,1
2021-01-01,2021,1,Algeria,Africa North,Male,17 and under,Positive,Reasonable grounds decision,1
2021-01-01,2021,1,Egypt,Africa North,Male,18 to 29,Awaiting a conclusive grounds decision,Awaiting a decision,3
2021-01-01,2021,1,Egypt,Africa North,Male,18 to 29,Positive,Reasonable grounds decision,3
2021-01-01,2021,1,Egypt,Africa North,Male,30 to 49,Awaiting a conclusive grounds decision,Awaiting a decision,2
2021-01-01,2021,1,Egypt,Africa North,Male,30 to 49,Negative,Reasonable grounds decision,1
2021-01-01,2021,1,Egypt,Africa North,Male,30 to 49,Positive,Reasonable grounds decision,2
2021-01-01,2021,1,Eritrea,Africa Sub-Saharan,Female,18 to 29,Withdrawn/Closed,Withdrawn/Closed,1
2021-01-01,2021,1,Eritrea,Africa Sub-Saharan,Male,30 to 49,Negative,Reasonable grounds decision,1
2021-01-01,2021,1,Ethiopia,Africa Sub-Saharan,Male,18 to 29,Awaiting a conclusive grounds decision,Awaiting a decision,1
2021-01-01,2021,1,Ethiopia,Africa Sub-Saharan,Male,18 to 29,Positive,Reasonable grounds decision,1
2021-01-01,2021,1,"Gambia, The",Africa Sub-Saharan,Male,18 to 29,Withdrawn/Closed,Withdrawn/Closed,1
2021-01-01,2021,1,"Gambia, The",Africa Sub-Saharan,Male,17 and under,Negative,Reasonable grounds decision,1
2021-01-01,2021,1,Guinea,Africa Sub-Saharan,Male,18 to 29,Awaiting a conclusive grounds decision,Awaiting a decision,1
2021-01-01,2021,1,Guinea,Africa Sub-Saharan,Male,18 to 29,Positive,Reasonable grounds decision,1
2021-01-01,2021,1,Guinea,Africa Sub-Saharan,Male,30 to 49,Awaiting a conclusive grounds decision,Awaiting a decision,1
2021-01-01,2021,1,Guinea,Africa Sub-Saharan,Male,30 to 49,Positive,Reasonable grounds decision,1
2021-01-01,2021,1,India,Asia South,Male,18 to 29,Awaiting a conclusive grounds decision,Awaiting a decision,1
2021-01-01,2021,1,India,Asia South,Male,18 to 29,Positive,Reasonable grounds decision,1
2021-01-01,2021,1,Iran,Middle East,Female,18 to 29,Awaiting a conclusive grounds decision,Awaiting a decision,1
2021-01-01,2021,1,Iran,Middle East,Female,18 to 29,Positive,Reasonable grounds decision,1
2021-01-01,2021,1,Iran,Middle East,Female,18 to 29,Withdrawn/Closed,Withdrawn/Closed,1
2021-01-01,2021,1,Iran,Middle East,Female,30 to 49,Awaiting a conclusive grounds decision,Awaiting a decision,4
2021-01-01,2021,1,Iran,Middle East,Female,30 to 49,Positive,Reasonable grounds decision,4
2021-01-01,2021,1,Iran,Middle East,Male,18 to 29,Awaiting a conclusive grounds decision,Awaiting a decision,7
2021-01-01,2021,1,Iran,Middle East,Male,18 to 29,Negative,Reasonable grounds decision,1
2021-01-01,2021,1,Iran,Middle East,Male,18 to 29,Positive,Conclusive grounds decision,1
2021-01-01,2021,1,Iran,Middle East,Male,18 to 29,Positive,Reasonable grounds decision,8
2021-01-01,2021,1,Iran,Middle East,Male,30 to 49,Awaiting a conclusive grounds decision,Awaiting a decision,2
2021-01-01,2021,1,Iran,Middle East,Male,30 to 49,Negative,Reasonable grounds decision,2
2021-01-01,2021,1,Iran,Middle East,Male,30 to 49,Positive,Reasonable grounds decision,2
2021-01-01,2021,1,Iran,Middle East,Male,17 and under,Negative,Reasonable grounds decision,2
2021-01-01,2021,1,Iran,Middle East,Male,17 and under,Positive,Conclusive grounds decision,1
2021-01-01,2021,1,Iran,Middle East,Male,17 and under,Positive,Reasonable grounds decision,1
2021-01-01,2021,1,Iraq,Middle East,Female,18 to 29,Positive,Conclusive grounds decision,1
2021-01-01,2021,1,Iraq,Middle East,Female,18 to 29,Positive,Reasonable grounds decision,1
2021-01-01,2021,1,Iraq,Middle East,Female,30 to 49,Awaiting a conclusive grounds decision,Awaiting a decision,1
2021-01-01,2021,1,Iraq,Middle East,Female,30 to 49,Positive,Reasonable grounds decision,1
2021-01-01,2021,1,Iraq,Middle East,Male,18 to 29,Awaiting a conclusive grounds decision,Awaiting a decision,1
2021-01-01,2021,1,Iraq,Middle East,Male,18 to 29,Positive,Reasonable grounds decision,1
2021-01-01,2021,1,Iraq,Middle East,Male,30 to 49,Awaiting a conclusive grounds decision,Awaiting a decision,5
2021-01-01,2021,1,Iraq,Middle East,Male,30 to 49,Positive,Reasonable grounds decision,5
2021-01-01,2021,1,Iraq,Middle East,Male,30 to 49,Withdrawn/Closed,Withdrawn/Closed,1
2021-01-01,2021,1,Iraq,Middle East,Male,17 and under,Awaiting a conclusive grounds decision,Awaiting a decision,4
2021-01-01,2021,1,Iraq,Middle East,Male,17 and under,Positive,Conclusive grounds decision,1
2021-01-01,2021,1,Iraq,Middle East,Male,17 and under,Positive,Reasonable grounds decision,5
2021-01-01,2021,1,Iraq,Middle East,Male,17 and under,Withdrawn/Closed,Withdrawn/Closed,1
2021-01-01,2021,1,Libya,Africa North,Male,17 and under,Withdrawn/Closed,Withdrawn/Closed,1
2021-01-01,2021,1,Pakistan,Asia South,Male,18 to 29,Awaiting a conclusive grounds decision,Awaiting a decision,1
2021-01-01,2021,1,Pakistan,Asia South,Male,18 to 29,Positive,Reasonable grounds decision,1
2021-01-01,2021,1,Refugee,Other,Male,30 to 49,Awaiting a conclusive grounds decision,Awaiting a decision,1
2021-01-01,2021,1,Refugee,Other,Male,30 to 49,Positive,Reasonable grounds decision,1
2021-01-01,2021,1,Sudan,Africa North,Male,18 to 29,Awaiting a conclusive grounds decision,Awaiting a decision,17
2021-01-01,2021,1,Sudan,Africa North,Male,18 to 29,Positive,Reasonable grounds decision,17
2021-01-01,2021,1,Sudan,Africa North,Male,18 to 29,Withdrawn/Closed,Withdrawn/Closed,1
2021-01-01,2021,1,Sudan,Africa North,Male,30 to 49,Awaiting a conclusive grounds decision,Awaiting a decision,2
2021-01-01,2021,1,Sudan,Africa North,Male,30 to 49,Awaiting reconsideration,Awaiting a decision,1
2021-01-01,2021,1,Sudan,Africa North,Male,30 to 49,Positive,Reasonable grounds decision,2
2021-01-01,2021,1,Sudan,Africa North,Male,17 and under,Awaiting a conclusive grounds decision,Awaiting a decision,1
2021-01-01,2021,1,Sudan,Africa North,Male,17 and under,Positive,Reasonable grounds decision,1
2021-01-01,2021,1,Sudan (South),Africa Sub-Saharan,Male,17 and under,Negative,Reasonable grounds decision,1
2021-01-01,2021,1,Sudan (South),Africa Sub-Saharan,Male,17 and under,Withdrawn/Closed,Withdrawn/Closed,1
2021-01-01,2021,1,Syria,Middle East,Male,18 to 29,Awaiting a conclusive grounds decision,Awaiting a decision,2
2021-01-01,2021,1,Syria,Middle East,Male,18 to 29,Negative,Reasonable grounds decision,5
2021-01-01,2021,1,Syria,Middle East,Male,18 to 29,Positive,Reasonable grounds decision,2
2021-01-01,2021,1,Syria,Middle East,Male,30 to 49,Awaiting a conclusive grounds decision,Awaiting a decision,1
2021-01-01,2021,1,Syria,Middle East,Male,30 to 49,Negative,Reasonable grounds decision,1
2021-01-01,2021,1,Syria,Middle East,Male,30 to 49,Positive,Reasonable grounds decision,1
2021-01-01,2021,1,Syria,Middle East,Male,17 and under,Negative,Reasonable grounds decision,1
2021-01-01,2021,1,Syria,Middle East,Male,17 and under,Withdrawn/Closed,Withdrawn/Closed,1
2021-01-01,2021,1,Turkey,Europe Other,Male,17 and under,Awaiting a conclusive grounds decision,Awaiting a decision,1
2021-01-01,2021,1,Turkey,Europe Other,Male,17 and under,Positive,Reasonable grounds decision,1
2021-01-01,2021,1,Vietnam,Asia South East,Female,18 to 29,Awaiting a conclusive grounds decision,Awaiting a decision,3
2021-01-01,2021,1,Vietnam,Asia South East,Female,18 to 29,Positive,Reasonable grounds decision,3
2021-01-01,2021,1,Vietnam,Asia South East,Female,18 to 29,Withdrawn/Closed,Withdrawn/Closed,1
2021-01-01,2021,1,Vietnam,Asia South East,Female,30 to 49,Awaiting a conclusive grounds decision,Awaiting a decision,1
2021-01-01,2021,1,Vietnam,Asia South East,Female,30 to 49,Positive,Conclusive grounds decision,1
2021-01-01,2021,1,Vietnam,Asia South East,Female,30 to 49,Positive,Reasonable grounds decision,2
2021-01-01,2021,1,Vietnam,Asia South East,Female,17 and under,Withdrawn/Closed,Withdrawn/Closed,2
2021-01-01,2021,1,Vietnam,Asia South East,Male,18 to 29,Awaiting a conclusive grounds decision,Awaiting a decision,15
2021-01-01,2021,1,Vietnam,Asia South East,Male,18 to 29,Negative,Conclusive grounds decision,2
2021-01-01,2021,1,Vietnam,Asia South East,Male,18 to 29,Negative,Reasonable grounds decision,4
2021-01-01,2021,1,Vietnam,Asia South East,Male,18 to 29,Positive,Conclusive grounds decision,7
2021-01-01,2021,1,Vietnam,Asia South East,Male,18 to 29,Positive,Reasonable grounds decision,24
2021-01-01,2021,1,Vietnam,Asia South East,Male,30 to 49,Awaiting a conclusive grounds decision,Awaiting a decision,8
2021-01-01,2021,1,Vietnam,Asia South East,Male,30 to 49,Negative,Reasonable grounds decision,3
2021-01-01,2021,1,Vietnam,Asia South East,Male,30 to 49,Positive,Conclusive grounds decision,2
2021-01-01,2021,1,Vietnam,Asia South East,Male,30 to 49,Positive,Reasonable grounds decision,10
2021-01-01,2021,1,Vietnam,Asia South East,Male,30 to 49,Withdrawn/Closed,Withdrawn/Closed,1
2021-01-01,2021,1,Vietnam,Asia South East,Male,17 and under,Awaiting a conclusive grounds decision,Awaiting a decision,7
2021-01-01,2021,1,Vietnam,Asia South East,Male,17 and under,Positive,Conclusive grounds decision,1
2021-01-01,2021,1,Vietnam,Asia South East,Male,17 and under,Positive,Reasonable grounds decision,8
2021-01-01,2021,1,Vietnam,Asia South East,Male,17 and under,Withdrawn/Closed,Withdrawn/Closed,2
2021-01-01,2021,1,Yemen,Middle East,Male,18 to 29,Awaiting a conclusive grounds decision,Awaiting a decision,1
2021-01-01,2021,1,Yemen,Middle East,Male,18 to 29,Positive,Reasonable grounds decision,1
2021-01-01,2021,1,Yemen,Middle East,Male,17 and under,Awaiting a conclusive grounds decision,Awaiting a decision,1
2021-01-01,2021,1,Yemen,Middle East,Male,17 and under,Positive,Reasonable grounds decision,1
2021-04-01,2021,2,Afghanistan,Asia Central,Male,18 to 29,Awaiting a conclusive grounds decision,Awaiting a decision,3
2021-04-01,2021,2,Afghanistan,Asia Central,Male,18 to 29,Positive,Reasonable grounds decision,3
2021-04-01,2021,2,Afghanistan,Asia Central,Male,17 and under,Awaiting a conclusive grounds decision,Awaiting a decision,6
2021-04-01,2021,2,Afghanistan,Asia Central,Male,17 and under,Awaiting a reasonable grounds decision,Awaiting a decision,1
2021-04-01,2021,2,Afghanistan,Asia Central,Male,17 and under,Negative,Reasonable grounds decision,1
2021-04-01,2021,2,Afghanistan,Asia Central,Male,17 and under,Positive,Reasonable grounds decision,6
2021-04-01,2021,2,Albania,Europe Other,Male,18 to 29,Awaiting a conclusive grounds decision,Awaiting a decision,5
2021-04-01,2021,2,Albania,Europe Other,Male,18 to 29,Negative,Reasonable grounds decision,2
2021-04-01,2021,2,Albania,Europe Other,Male,18 to 29,Positive,Reasonable grounds decision,5
2021-04-01,2021,2,Albania,Europe Other,Male,18 to 29,Withdrawn/Closed,Withdrawn/Closed,1
2021-04-01,2021,2,Albania,Europe Other,Male,30 to 49,Awaiting a conclusive grounds decision,Awaiting a decision,3
2021-04-01,2021,2,Albania,Europe Other,Male,30 to 49,Negative,Reasonable grounds decision,1
2021-04-01,2021,2,Albania,Europe Other,Male,30 to 49,Positive,Reasonable grounds decision,3
2021-04-01,2021,2,Algeria,Africa North,Male,30 to 49,Withdrawn/Closed,Withdrawn/Closed,1
2021-04-01,2021,2,Central African Republic,Africa Sub-Saharan,Male,18 to 29,Awaiting a conclusive grounds decision,Awaiting a decision,1
2021-04-01,2021,2,Central African Republic,Africa Sub-Saharan,Male,18 to 29,Positive,Reasonable grounds decision,1
2021-04-01,2021,2,Central African Republic,Africa Sub-Saharan,Male,17 and under,Awaiting a conclusive grounds decision,Awaiting a decision,1
2021-04-01,2021,2,Central African Republic,Africa Sub-Saharan,Male,17 and under,Positive,Reasonable grounds decision,1
2021-04-01,2021,2,Central African Republic,Africa Sub-Saharan,Male,17 and under,Withdrawn/Closed,Withdrawn/Closed,1
2021-04-01,2021,2,Chad,Africa Sub-Saharan,Male,17 and under,Awaiting a conclusive grounds decision,Awaiting a decision,2
2021-04-01,2021,2,Chad,Africa Sub-Saharan,Male,17 and under,Positive,Reasonable grounds decision,2
2021-04-01,2021,2,Chad,Africa Sub-Saharan,Male,17 and under,Withdrawn/Closed,Withdrawn/Closed,1
2021-04-01,2021,2,Egypt,Africa North,Female,30 to 49,Awaiting a conclusive grounds decision,Awaiting a decision,1
2021-04-01,2021,2,Egypt,Africa North,Female,30 to 49,Positive,Reasonable grounds decision,1
2021-04-01,2021,2,Egypt,Africa North,Male,18 to 29,Awaiting a conclusive grounds decision,Awaiting a decision,6
2021-04-01,2021,2,Egypt,Africa North,Male,18 to 29,Positive,Reasonable grounds decision,6
2021-04-01,2021,2,Egypt,Africa North,Male,18 to 29,Withdrawn/Closed,Withdrawn/Closed,1
2021-04-01,2021,2,Egypt,Africa North,Male,30 to 49,Awaiting a conclusive grounds decision,Awaiting a decision,3
2021-04-01,2021,2,Egypt,Africa North,Male,30 to 49,Negative,Reasonable grounds decision,1
2021-04-01,2021,2,Egypt,Africa North,Male,30 to 49,Positive,Reasonable grounds decision,3
2021-04-01,2021,2,Eritrea,Africa Sub-Saharan,Female,18 to 29,Awaiting a conclusive grounds decision,Awaiting a decision,4
2021-04-01,2021,2,Eritrea,Africa Sub-Saharan,Female,18 to 29,Awaiting a reasonable grounds decision,Awaiting a decision,1
2021-04-01,2021,2,Eritrea,Africa Sub-Saharan,Female,18 to 29,Negative,Reasonable grounds decision,2
2021-04-01,2021,2,Eritrea,Africa Sub-Saharan,Female,18 to 29,Positive,Reasonable grounds decision,4
2021-04-01,2021,2,Eritrea,Africa Sub-Saharan,Female,18 to 29,Withdrawn/Closed,Withdrawn/Closed,2
2021-04-01,2021,2,Eritrea,Africa Sub-Saharan,Female,30 to 49,Awaiting a conclusive grounds decision,Awaiting a decision,1
2021-04-01,2021,2,Eritrea,Africa Sub-Saharan,Female,30 to 49,Negative,Reasonable grounds decision,1
2021-04-01,2021,2,Eritrea,Africa Sub-Saharan,Female,30 to 49,Positive,Reasonable grounds decision,1
2021-04-01,2021,2,Eritrea,Africa Sub-Saharan,Female,17 and under,Awaiting a conclusive grounds decision,Awaiting a decision,4
2021-04-01,2021,2,Eritrea,Africa Sub-Saharan,Female,17 and under,Negative,Reasonable grounds decision,2
2021-04-01,2021,2,Eritrea,Africa Sub-Saharan,Female,17 and under,Positive,Reasonable grounds decision,4
2021-04-01,2021,2,Eritrea,Africa Sub-Saharan,Male,18 to 29,Awaiting a conclusive grounds decision,Awaiting a decision,22
2021-04-01,2021,2,Eritrea,Africa Sub-Saharan,Male,18 to 29,Awaiting a reasonable grounds decision,Awaiting a decision,1
2021-04-01,2021,2,Eritrea,Africa Sub-Saharan,Male,18 to 29,Negative,Reasonable grounds decision,5
2021-04-01,2021,2,Eritrea,Africa Sub-Saharan,Male,18 to 29,Positive,Reasonable grounds decision,22
2021-04-01,2021,2,Eritrea,Africa Sub-Saharan,Male,30 to 49,Awaiting a conclusive grounds decision,Awaiting a decision,9
2021-04-01,2021,2,Eritrea,Africa Sub-Saharan,Male,30 to 49,Awaiting a reasonable grounds decision,Awaiting a decision,3
2021-04-01,2021,2,Eritrea,Africa Sub-Saharan,Male,30 to 49,Negative,Reasonable grounds decision,1
2021-04-01,2021,2,Eritrea,Africa Sub-Saharan,Male,30 to 49,Positive,Reasonable grounds decision,9
2021-04-01,2021,2,Eritrea,Africa Sub-Saharan,Male,30 to 49,Withdrawn/Closed,Withdrawn/Closed,1
2021-04-01,2021,2,Eritrea,Africa Sub-Saharan,Male,17 and under,Awaiting a conclusive grounds decision,Awaiting a decision,8
2021-04-01,2021,2,Eritrea,Africa Sub-Saharan,Male,17 and under,Awaiting reconsideration,Awaiting a decision,1
2021-04-01,2021,2,Eritrea,Africa Sub-Saharan,Male,17 and under,Negative,Reasonable grounds decision,4
2021-04-01,2021,2,Eritrea,Africa Sub-Saharan,Male,17 and under,Positive,Reasonable grounds decision,8
2021-04-01,2021,2,Eritrea,Africa Sub-Saharan,Male,17 and under,Withdrawn/Closed,Withdrawn/Closed,2
2021-04-01,2021,2,Ethiopia,Africa Sub-Saharan,Female,18 to 29,Awaiting a conclusive grounds decision,Awaiting a decision,1
2021-04-01,2021,2,Ethiopia,Africa Sub-Saharan,Female,18 to 29,Negative,Reasonable grounds decision,1
2021-04-01,2021,2,Ethiopia,Africa Sub-Saharan,Female,18 to 29,Positive,Reasonable grounds decision,1
2021-04-01,2021,2,Ethiopia,Africa Sub-Saharan,Male,18 to 29,Awaiting a conclusive grounds decision,Awaiting a decision,5
2021-04-01,2021,2,Ethiopia,Africa Sub-Saharan,Male,18 to 29,Negative,Reasonable grounds decision,2
2021-04-01,2021,2,Ethiopia,Africa Sub-Saharan,Male,18 to 29,Positive,Reasonable grounds decision,5
2021-04-01,2021,2,Ethiopia,Africa Sub-Saharan,Male,18 to 29,Withdrawn/Closed,Withdrawn/Closed,1
2021-04-01,2021,2,Ethiopia,Africa Sub-Saharan,Male,30 to 49,Awaiting a conclusive grounds decision,Awaiting a decision,1
2021-04-01,2021,2,Ethiopia,Africa Sub-Saharan,Male,30 to 49,Positive,Reasonable grounds decision,1
2021-04-01,2021,2,Ethiopia,Africa Sub-Saharan,Male,17 and under,Negative,Reasonable grounds decision,1
2021-04-01,2021,2,"Gambia, The",Africa Sub-Saharan,Female,17 and under,Awaiting a conclusive grounds decision,Awaiting a decision,1
2021-04-01,2021,2,"Gambia, The",Africa Sub-Saharan,Female,17 and under,Positive,Reasonable grounds decision,1
2021-04-01,2021,2,"Gambia, The",Africa Sub-Saharan,Male,17 and under,Positive,Conclusive grounds decision,1
2021-04-01,2021,2,"Gambia, The",Africa Sub-Saharan,Male,17 and under,Positive,Reasonable grounds decision,1
2021-04-01,2021,2,Guinea,Africa Sub-Saharan,Male,17 and under,Awaiting a conclusive grounds decision,Awaiting a decision,1
2021-04-01,2021,2,Guinea,Africa Sub-Saharan,Male,17 and under,Positive,Reasonable grounds decision,1
2021-04-01,2021,2,Iran,Middle East,Female,30 to 49,Awaiting a conclusive grounds decision,Awaiting a decision,2
2021-04-01,2021,2,Iran,Middle East,Female,30 to 49,Positive,Reasonable grounds decision,2
2021-04-01,2021,2,Iran,Middle East,Male,18 to 29,Awaiting a conclusive grounds decision,Awaiting a decision,8
2021-04-01,2021,2,Iran,Middle East,Male,18 to 29,Negative,Reasonable grounds decision,7
2021-04-01,2021,2,Iran,Middle East,Male,18 to 29,Positive,Reasonable grounds decision,8
