Year of application,Geographical region,Nationality,Applications,Initial decisions,Granted asylum,Granted HP/DL,Other grants,Refused,Applications withdrawn,Initial decisions not yet known,Appeals lodged,Allowed appeals,Dismissed appeals,Withdrawn appeals,Appeal outcome not yet known,Enforced returns,Voluntary returns,Assisted returns (Subset of Voluntary returns),Controlled returns (Subset of Voluntary returns),Other verified returns (Subset of Voluntary returns),Final outcome: Grants of asylum,Final outcomes: Grants of HP/DL and other,Final outcomes: Refused asylum or HP or DL or other leave,Final outcome: Withdrawn application,Final outcome: Cases with final outcome not yet known
2019,Asia South,Bangladesh,1154,497,85,2,15,395,94,563,274,54,175,10,35,4,19,5,6,8,133,22,308,93,598
2019,America Central and South,Barbados,6,4,1,1,0,2,0,2,1,0,1,0,0,1,0,0,0,0,1,1,2,0,2
2019,Europe Other,Belarus,6,2,1,0,0,1,1,3,1,1,0,0,0,0,0,0,0,0,2,0,0,1,3
2019,EU 14,Belgium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,America Central and South,Belize,2,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2
2019,Africa Sub-Saharan,Benin,5,1,0,0,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3
2019,Other,Bermuda (British),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,Asia South,Bhutan,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2019,America Central and South,Bolivia,26,11,2,0,0,9,13,2,3,1,2,0,0,4,8,8,0,0,3,0,8,13,2
2019,America Central and South,"Bonaire, Sint Eustatius and Saba",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,Europe Other,Bosnia and Herzegovina,2,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,0
2019,Africa Sub-Saharan,Botswana,32,11,3,0,0,8,1,20,6,1,5,0,0,0,0,0,0,0,4,0,7,1,20
2019,America Central and South,Brazil,160,71,2,0,1,68,66,23,17,5,10,0,2,17,38,32,6,0,4,4,61,66,25
2019,Other,British overseas citizens,8,5,3,1,0,1,3,0,1,0,1,0,0,0,0,0,0,0,3,1,1,3,0
2019,Asia South East,Brunei,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,EU 2,Bulgaria,3,2,0,0,0,2,1,0,0,0,0,0,0,3,0,0,0,0,0,0,2,1,0
2019,Africa Sub-Saharan,Burkina,12,6,1,1,0,4,0,6,4,3,1,0,0,0,0,0,0,0,3,2,1,0,6
2019,Asia South East,Burma,15,9,8,0,0,1,0,6,1,0,1,0,0,0,0,0,0,0,8,0,1,0,6
2019,Africa Sub-Saharan,Burundi,8,7,2,0,0,5,0,1,3,2,1,0,0,0,0,0,0,0,3,1,3,0,1
2019,Asia South East,Cambodia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,Africa Sub-Saharan,Cameroon,233,159,87,2,3,67,10,64,52,24,20,4,4,0,4,2,1,1,110,6,39,10,68
2019,America North,Canada,12,3,0,0,0,3,8,1,0,0,0,0,0,4,3,1,2,0,0,0,3,8,1
2019,Africa Sub-Saharan,Cape Verde,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,Other,Cayman Islands (British),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,Africa Sub-Saharan,Central African Republic,11,6,3,0,0,3,0,5,3,0,2,0,1,0,0,0,0,0,3,0,2,0,6
2019,Africa Sub-Saharan,Chad,66,44,23,4,0,17,1,21,11,6,4,0,1,0,0,0,0,0,28,5,10,1,22
2019,America Central and South,Chile,7,2,0,0,0,2,4,1,1,0,1,0,0,2,2,1,1,0,0,0,2,4,1
2019,Asia East,China,1326,255,30,2,15,208,496,575,110,17,67,16,10,11,42,12,10,20,41,23,181,496,585
2019,Oceania,Christmas Island,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,Oceania,Cocos (Keeling) Islands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,America Central and South,Colombia,19,7,0,0,0,7,2,10,3,0,3,0,0,1,0,0,0,0,0,0,7,2,10
2019,Africa Sub-Saharan,Comoros,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2019,Africa Sub-Saharan,Congo,19,11,5,0,1,5,1,7,5,0,5,0,0,0,0,0,0,0,5,1,5,1,7
2019,Africa Sub-Saharan,Congo (Democratic Republic),110,52,18,0,2,32,7,51,25,8,15,1,1,0,0,0,0,0,25,2,24,7,52
2019,Oceania,Cook Islands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,America Central and South,Costa Rica,2,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2
2019,EU Other,Croatia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,America Central and South,Cuba,7,6,2,0,0,4,1,0,4,0,3,0,1,0,0,0,0,0,2,0,3,1,1
2019,America Central and South,Curacao,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,EU Other,Cyprus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,Europe Other,Cyprus (Northern part of),3,1,0,0,0,1,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,3
2019,EU 8,Czech Republic,3,3,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0
2019,EU 14,Denmark,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,Africa Sub-Saharan,Djibouti,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,America Central and South,Dominica,19,4,1,0,0,3,11,4,3,1,2,0,0,1,6,2,4,0,2,0,2,11,4
2019,America Central and South,Dominican Republic,2,2,0,0,0,2,0,0,2,0,2,0,0,0,0,0,0,0,0,0,2,0,0
2019,Asia South East,East Timor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,America Central and South,Ecuador,12,3,0,0,0,3,2,7,1,0,0,0,1,1,1,0,1,0,0,0,2,2,8
2019,Africa North,Egypt,245,158,60,1,1,96,21,66,64,20,34,5,5,2,8,2,5,1,79,2,72,21,71
2019,America Central and South,El Salvador,611,452,75,130,1,246,76,83,232,130,66,24,12,6,64,63,1,0,161,163,116,76,95
2019,Africa Sub-Saharan,Equatorial Guinea,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2019,Africa Sub-Saharan,Eritrea,1882,1757,1603,2,4,148,30,95,63,40,13,7,3,7,0,0,0,0,1641,5,109,30,97
2019,EU 8,Estonia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,Africa Sub-Saharan,Ethiopia,323,259,83,2,7,167,8,56,133,58,42,22,11,2,3,3,0,0,140,9,99,8,67
2019,Other,Falkland Islands (British),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,Europe Other,Faroe Islands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,Oceania,Fiji,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2019,EU 14,Finland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,Europe Other,Former Yugoslavia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,EU 14,France,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2019,America Central and South,French Guiana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,Oceania,French Polynesia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,Africa Sub-Saharan,Gabon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,Africa Sub-Saharan,"Gambia, The",93,46,13,1,0,32,6,41,19,5,9,3,2,1,1,1,0,0,15,4,25,6,43
2019,Europe Other,Georgia,234,30,5,1,1,23,142,62,14,4,7,3,0,2,17,6,4,7,7,4,19,142,62
2019,EU 14,Germany,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,Africa Sub-Saharan,Ghana,280,132,14,1,3,114,55,93,67,11,45,8,3,9,5,0,4,1,23,7,100,55,95
2019,Other,Gibraltar (British),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,EU 14,Greece,2,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
2019,Europe Other,Greenland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,America Central and South,Grenada,18,8,0,1,1,6,0,10,4,0,2,2,0,0,1,0,1,0,0,2,6,0,10
2019,America Central and South,Guadeloupe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,Oceania,Guam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,America Central and South,Guatemala,6,2,0,0,0,2,2,2,2,0,2,0,0,0,0,0,0,0,0,0,2,2,2
2019,Africa Sub-Saharan,Guinea,68,33,19,1,0,13,2,33,9,4,4,0,1,0,0,0,0,0,22,2,8,2,34
2019,Africa Sub-Saharan,Guinea-Bissau,2,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
2019,America Central and South,Guyana,5,2,0,0,0,2,1,2,2,1,0,0,1,0,0,0,0,0,0,1,0,1,3
2019,America Central and South,Haiti,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2019,Oceania,Heard Island and McDonald Islands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,America Central and South,Honduras,124,50,3,12,0,35,30,44,29,9,10,7,3,3,9,7,2,0,10,14,23,30,47
2019,Asia East,Hong Kong,13,7,1,0,0,6,5,1,4,0,2,0,2,0,0,0,0,0,1,0,4,5,3
2019,EU 8,Hungary,6,6,0,0,0,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,0,0
2019,Europe Other,Iceland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,Asia South,India,1566,525,1,1,10,513,615,426,119,21,70,11,17,16,57,23,25,9,8,26,476,615,441
2019,Asia South East,Indonesia,35,7,4,0,0,3,3,25,1,0,1,0,0,0,5,5,0,0,4,0,3,3,25
2019,Middle East,Iran,4836,4436,3263,12,25,1136,112,288,566,297,153,75,41,83,22,18,4,0,3542,40,814,112,328
2019,Middle East,Iraq,2991,2178,541,196,49,1392,111,702,1038,421,465,43,109,43,31,23,7,1,864,320,888,110,809
2019,EU 14,Ireland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,Middle East,Israel,7,3,0,0,0,3,2,2,2,1,0,1,0,2,1,0,1,0,0,1,2,2,2
2019,EU 14,Italy,8,7,0,0,0,7,1,0,0,0,0,0,0,2,0,0,0,0,0,0,7,1,0
2019,Africa Sub-Saharan,Ivory Coast,39,13,1,0,0,12,3,23,5,1,4,0,0,1,0,0,0,0,2,0,11,3,23
2019,America Central and South,Jamaica,87,39,3,0,2,34,11,37,10,1,6,2,1,4,1,0,1,0,3,3,32,11,38
2019,Asia East,Japan,5,1,0,0,0,1,3,1,0,0,0,0,0,0,3,2,1,0,0,0,1,3,1
2019,Middle East,Jordan,37,28,11,0,0,17,2,7,16,4,10,1,1,0,3,2,1,0,14,1,12,2,8
2019,Asia Central,Kazakhstan,19,11,5,0,0,6,2,6,6,6,0,0,0,0,0,0,0,0,11,0,0,2,6
2019,Africa Sub-Saharan,Kenya,143,64,21,1,1,41,8,71,29,6,14,5,4,0,3,3,0,0,24,5,31,8,75
2019,Oceania,Kiribati,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,Asia East,Korea (North),3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
2019,Asia East,Korea (South),1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2019,Europe Other,Kosovo,19,6,1,0,1,4,7,6,1,0,1,0,0,2,2,1,1,0,1,1,4,7,6
2019,Middle East,Kuwait,63,46,29,1,2,14,9,8,9,1,3,4,1,1,4,3,1,0,30,3,12,9,9
2019,Asia Central,Kyrgyzstan,5,4,2,0,0,2,1,0,2,2,0,0,0,0,0,0,0,0,4,0,0,1,0
2019,Asia South East,Laos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,EU 8,Latvia,6,5,0,0,0,5,0,1,0,0,0,0,0,3,0,0,0,0,0,0,5,0,1
2019,Middle East,Lebanon,57,35,16,1,2,16,2,20,11,3,7,1,0,0,4,0,2,2,19,3,13,2,20
2019,Africa Sub-Saharan,Lesotho,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,Africa Sub-Saharan,Liberia,10,2,0,0,0,2,2,6,2,0,2,0,0,0,0,0,0,0,0,0,2,2,6
2019,Africa North,Libya,393,341,44,284,0,13,14,38,12,4,4,4,0,2,3,1,2,0,48,281,12,14,38
2019,Europe Other,Liechtenstein,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,EU 8,Lithuania,7,7,0,0,0,7,0,0,0,0,0,0,0,4,0,0,0,0,0,0,7,0,0
2019,EU 14,Luxembourg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,Asia East,Macau,4,2,0,0,0,2,1,1,1,0,1,0,0,0,1,1,0,0,0,0,2,1,1
2019,Europe Other,Macedonia,3,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
2019,Africa Sub-Saharan,Madagascar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,Africa Sub-Saharan,Malawi,30,13,3,0,2,8,1,16,5,2,2,0,1,0,0,0,0,0,3,4,5,1,17
2019,Asia South East,Malaysia,201,75,33,0,2,40,23,103,25,8,8,1,8,1,15,7,7,1,40,3,25,23,110
2019,Asia South,Maldives,4,3,2,0,0,1,1,0,1,0,1,0,0,0,2,2,0,0,2,0,1,1,0
2019,Africa Sub-Saharan,Mali,20,6,2,0,1,3,1,13,2,0,1,1,0,1,0,0,0,0,2,1,3,1,13
2019,EU Other,Malta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,Oceania,Marshall Islands,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2019,America Central and South,Martinique,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,Africa North,Mauritania,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
2019,Africa Sub-Saharan,Mauritius,55,27,3,1,0,23,9,19,6,0,5,1,0,2,2,1,1,0,3,1,23,9,19
2019,Africa Sub-Saharan,Mayotte,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,America Central and South,Mexico,11,4,0,0,1,3,4,3,1,0,1,0,0,0,4,3,1,0,0,1,3,4,3
2019,Oceania,Micronesia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,Europe Other,Moldova,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2019,Europe Other,Monaco,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,Asia East,Mongolia,21,11,0,0,0,11,4,6,6,1,5,0,0,1,1,0,0,1,1,0,10,4,6
2019,Europe Other,Montenegro,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,Other,Montserrat (British),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,Africa North,Morocco,140,64,18,1,3,42,29,47,28,2,17,2,7,2,4,2,2,0,20,4,33,29,54
2019,Africa Sub-Saharan,Mozambique,2,2,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0
2019,Africa Sub-Saharan,Namibia,433,230,26,0,9,195,34,169,152,31,102,10,9,0,9,9,0,0,52,14,156,33,178
2019,Oceania,Nauru,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,Asia South,Nepal,114,28,3,0,2,23,26,60,17,2,11,2,2,0,4,0,4,0,4,3,19,26,62
2019,EU 14,Netherlands,3,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
2019,America Central and South,Netherlands Antilles,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,Oceania,New Caledonia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,Oceania,New Zealand,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,America Central and South,Nicaragua,41,28,13,0,0,15,6,7,14,5,7,2,0,0,2,0,2,0,18,0,10,6,7
2019,Africa Sub-Saharan,Niger,10,6,2,2,0,2,1,3,2,1,1,0,0,1,0,0,0,0,3,1,2,1,3
2019,Africa Sub-Saharan,Nigeria,936,530,109,3,22,396,89,317,251,66,140,21,24,4,14,8,6,0,164,35,307,89,341
2019,Oceania,Niue,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,Oceania,Norfolk Island,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,Oceania,Northern Mariana Islands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,Europe Other,Norway,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2019,Middle East,Occupied Palestinian Territories,162,109,67,9,1,32,5,48,21,3,10,1,7,1,2,0,2,0,69,11,22,5,55
2019,Middle East,Oman,9,6,2,0,0,4,3,0,4,0,2,2,0,0,3,1,1,1,2,0,4,3,0
2019,Other,Other and unknown,116,3,2,0,0,1,16,97,2,2,0,0,0,1,0,0,0,0,3,1,0,16,96
2019,Asia South,Pakistan,1935,954,357,5,25,567,243,738,342,86,191,29,36,22,80,24,45,11,419,54,445,243,774
2019,Oceania,Palau,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,America Central and South,Panama,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,Oceania,Papua New Guinea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,America Central and South,Paraguay,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
2019,America Central and South,Peru,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2019,Asia South East,Philippines,97,32,5,0,2,25,8,57,16,5,8,2,1,0,4,2,1,1,7,5,19,8,58
2019,Other,Pitcairn Islands (British),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,EU 8,Poland,13,13,0,0,0,13,0,0,0,0,0,0,0,6,0,0,0,0,0,0,13,0,0
2019,EU 14,Portugal,3,3,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0
2019,America North,Puerto Rico,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,Middle East,Qatar,7,4,4,0,0,0,2,1,0,0,0,0,0,0,1,1,0,0,4,0,0,2,1
2019,Other,Refugee,625,590,491,1,3,95,12,23,56,39,5,11,1,4,2,1,1,0,528,3,58,12,24
2019,Africa Sub-Saharan,Reunion,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,EU 2,Romania,11,7,0,0,0,7,2,2,0,0,0,0,0,6,0,0,0,0,0,0,7,2,2
2019,Europe Other,Russia,216,156,94,1,3,58,20,40,47,29,7,9,2,2,19,10,9,0,121,6,27,20,42
2019,Africa Sub-Saharan,Rwanda,15,10,4,0,0,6,0,5,3,0,2,1,0,0,0,0,0,0,4,0,6,0,5
2019,Oceania,Samoa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,Europe Other,San Marino,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,Africa Sub-Saharan,Sao Tome and Principe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,Middle East,Saudi Arabia,128,79,70,0,0,9,24,25,6,3,2,0,1,6,8,2,6,0,73,0,5,24,26
2019,Africa Sub-Saharan,Senegal,26,15,7,0,0,8,1,10,4,1,3,0,0,0,1,1,0,0,8,0,7,1,10
2019,Europe Other,Serbia,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2019,Europe Other,Serbia and Montenegro,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,Africa Sub-Saharan,Seychelles,4,2,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1,1,1
2019,Africa Sub-Saharan,Sierra Leone,99,58,18,2,4,34,4,37,25,11,10,1,3,3,1,1,0,0,27,4,24,4,40
2019,Asia South East,Singapore,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,EU 8,Slovakia,2,2,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0
2019,EU 8,Slovenia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,Oceania,Solomon Islands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,Africa Sub-Saharan,Somalia,310,230,162,2,3,63,6,74,38,19,15,2,2,1,0,0,0,0,178,12,42,6,72
2019,Africa Sub-Saharan,South Africa,62,39,0,2,9,28,7,16,6,2,3,0,1,0,11,8,3,0,1,12,25,7,17
2019,Other,South Georgia and South Sandwich Islands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,EU 14,Spain,2,2,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0
2019,Asia South,Sri Lanka,622,233,93,0,6,134,47,342,98,41,32,11,14,1,4,2,2,0,132,8,79,47,356
2019,Other,St. Helena (British),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,America Central and South,St. Kitts and Nevis,2,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1
2019,America Central and South,St. Lucia,19,6,1,0,0,5,5,8,2,0,1,1,0,1,4,3,1,0,1,0,5,5,8
2019,America Central and South,St. Maarten (Dutch Part),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,America Central and South,St. Martin (French Part),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,America Central and South,St. Pierre and Miquelon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,America Central and South,St. Vincent and the Grenadines,9,5,3,0,0,2,3,1,2,1,0,0,1,0,2,0,2,0,4,0,0,3,2
2019,Other,Stateless,200,110,67,0,0,43,35,55,17,3,11,2,1,6,0,0,0,0,70,0,39,35,56
2019,Africa North,Sudan,1516,1387,1263,2,0,122,24,105,51,27,9,12,3,8,7,3,3,1,1287,5,92,24,108
2019,Africa Sub-Saharan,Sudan (South),30,20,12,4,1,3,1,9,5,2,2,0,1,0,1,0,1,0,14,3,2,1,10
2019,America Central and South,Surinam,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2019,Europe Other,Svalbard and Jan Mayen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,Africa Sub-Saharan,Swaziland,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2019,EU 14,Sweden,2,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
2019,Europe Other,Switzerland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,Middle East,Syria,1030,937,884,6,0,47,41,52,11,6,2,3,0,3,6,0,5,1,890,5,42,41,52
2019,Asia East,Taiwan,3,0,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2
2019,Asia Central,Tajikistan,5,3,1,0,0,2,1,1,0,0,0,0,0,1,0,0,0,0,1,0,2,1,1
2019,Africa Sub-Saharan,Tanzania,43,18,4,0,0,14,3,22,12,5,5,1,1,0,1,1,0,0,9,0,8,3,23
2019,Asia South East,Thailand,40,6,0,0,0,6,6,28,4,0,3,1,0,0,2,0,2,0,0,0,6,6,28
2019,Africa Sub-Saharan,Togo,13,9,2,0,0,7,0,4,4,1,2,1,0,0,0,0,0,0,3,0,6,0,4
2019,Oceania,Tokelau,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,Oceania,Tonga,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,America Central and South,Trinidad and Tobago,55,26,9,0,1,16,7,22,12,5,6,1,0,0,5,4,1,0,13,2,11,7,22
2019,Africa North,Tunisia,36,9,3,0,1,5,6,21,4,2,1,1,0,2,0,0,0,0,5,1,3,6,21
2019,Europe Other,Turkey,833,617,428,1,4,184,38,178,127,66,35,9,17,4,8,1,5,2,489,11,102,38,193
2019,Asia Central,Turkmenistan,6,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3
2019,Other,Turks and Caicos Islands (British),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,Oceania,Tuvalu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,Africa Sub-Saharan,Uganda,128,75,44,0,1,30,3,50,19,7,6,2,4,1,2,2,0,0,51,2,19,3,53
2019,Europe Other,Ukraine,160,103,4,1,3,95,36,21,54,20,27,6,1,2,21,7,12,2,9,19,74,36,22
2019,Middle East,United Arab Emirates,8,4,3,0,0,1,2,2,1,0,0,1,0,0,1,0,1,0,3,0,1,2,2
2019,America North,United States,32,5,0,0,0,5,21,6,2,1,0,1,0,6,12,5,7,0,0,1,4,21,6
2019,America Central and South,Uruguay,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,Asia Central,Uzbekistan,24,8,1,0,0,7,1,15,4,2,1,0,1,0,0,0,0,0,3,0,4,1,16
