Date,Year,Quarter,Nationality,Region,Outcome,Sex,Appeals determined
2011-07-01,2011,3,Ghana,Africa Sub-Saharan,Allowed,Male,1
2011-07-01,2011,3,Ghana,Africa Sub-Saharan,Dismissed,Female,7
2011-07-01,2011,3,Ghana,Africa Sub-Saharan,Dismissed,Male,3
2011-07-01,2011,3,Ghana,Africa Sub-Saharan,Dismissed,Unknown Sex,1
2011-07-01,2011,3,Ghana,Africa Sub-Saharan,Withdrawn,Female,1
2011-07-01,2011,3,Guinea,Africa Sub-Saharan,Allowed,Male,2
2011-07-01,2011,3,Guinea,Africa Sub-Saharan,Dismissed,Female,5
2011-07-01,2011,3,Guinea,Africa Sub-Saharan,Dismissed,Male,4
2011-07-01,2011,3,Guinea-Bissau,Africa Sub-Saharan,Dismissed,Male,1
2011-07-01,2011,3,Guyana,America Central and South,Dismissed,Female,2
2011-07-01,2011,3,Hong Kong,Asia East,Dismissed,Male,1
2011-07-01,2011,3,India,Asia South,Allowed,Female,2
2011-07-01,2011,3,India,Asia South,Allowed,Male,3
2011-07-01,2011,3,India,Asia South,Dismissed,Female,6
2011-07-01,2011,3,India,Asia South,Dismissed,Male,16
2011-07-01,2011,3,India,Asia South,Withdrawn,Male,5
2011-07-01,2011,3,Iran,Middle East,Allowed,Female,29
2011-07-01,2011,3,Iran,Middle East,Allowed,Male,30
2011-07-01,2011,3,Iran,Middle East,Dismissed,Female,28
2011-07-01,2011,3,Iran,Middle East,Dismissed,Male,155
2011-07-01,2011,3,Iran,Middle East,Withdrawn,Female,6
2011-07-01,2011,3,Iran,Middle East,Withdrawn,Male,12
2011-07-01,2011,3,Iraq,Middle East,Allowed,Female,7
2011-07-01,2011,3,Iraq,Middle East,Allowed,Male,7
2011-07-01,2011,3,Iraq,Middle East,Dismissed,Female,8
2011-07-01,2011,3,Iraq,Middle East,Dismissed,Male,28
2011-07-01,2011,3,Iraq,Middle East,Withdrawn,Female,4
2011-07-01,2011,3,Iraq,Middle East,Withdrawn,Male,3
2011-07-01,2011,3,Israel,Middle East,Dismissed,Male,1
2011-07-01,2011,3,Ivory Coast,Africa Sub-Saharan,Allowed,Female,1
2011-07-01,2011,3,Ivory Coast,Africa Sub-Saharan,Allowed,Male,5
2011-07-01,2011,3,Ivory Coast,Africa Sub-Saharan,Dismissed,Female,10
2011-07-01,2011,3,Ivory Coast,Africa Sub-Saharan,Dismissed,Male,22
2011-07-01,2011,3,Ivory Coast,Africa Sub-Saharan,Withdrawn,Female,1
2011-07-01,2011,3,Ivory Coast,Africa Sub-Saharan,Withdrawn,Male,2
2011-07-01,2011,3,Jamaica,America Central and South,Allowed,Female,2
2011-07-01,2011,3,Jamaica,America Central and South,Allowed,Male,2
2011-07-01,2011,3,Jamaica,America Central and South,Dismissed,Female,5
2011-07-01,2011,3,Jamaica,America Central and South,Dismissed,Male,8
2011-07-01,2011,3,Jamaica,America Central and South,Withdrawn,Female,1
2011-07-01,2011,3,Jordan,Middle East,Allowed,Male,1
2011-07-01,2011,3,Jordan,Middle East,Dismissed,Male,2
2011-07-01,2011,3,Kenya,Africa Sub-Saharan,Allowed,Female,3
2011-07-01,2011,3,Kenya,Africa Sub-Saharan,Dismissed,Female,14
2011-07-01,2011,3,Kenya,Africa Sub-Saharan,Dismissed,Male,4
2011-07-01,2011,3,Kenya,Africa Sub-Saharan,Withdrawn,Female,1
2011-07-01,2011,3,Korea (North),Asia East,Allowed,Female,2
2011-07-01,2011,3,Korea (North),Asia East,Dismissed,Male,2
2011-07-01,2011,3,Korea (North),Asia East,Withdrawn,Female,1
2011-07-01,2011,3,Kosovo,Europe Other,Dismissed,Male,2
2011-07-01,2011,3,Kosovo,Europe Other,Withdrawn,Male,1
2011-07-01,2011,3,Kuwait,Middle East,Allowed,Male,1
2011-07-01,2011,3,Kuwait,Middle East,Dismissed,Male,5
2011-07-01,2011,3,Kyrgyzstan,Asia Central,Dismissed,Female,1
2011-07-01,2011,3,Kyrgyzstan,Asia Central,Dismissed,Male,1
2011-07-01,2011,3,Lebanon,Middle East,Allowed,Male,1
2011-07-01,2011,3,Lebanon,Middle East,Dismissed,Male,5
2011-07-01,2011,3,Lebanon,Middle East,Withdrawn,Female,2
2011-07-01,2011,3,Lebanon,Middle East,Withdrawn,Male,2
2011-07-01,2011,3,Liberia,Africa Sub-Saharan,Dismissed,Female,1
2011-07-01,2011,3,Liberia,Africa Sub-Saharan,Withdrawn,Male,1
2011-07-01,2011,3,Libya,Africa North,Allowed,Female,4
2011-07-01,2011,3,Libya,Africa North,Allowed,Male,54
2011-07-01,2011,3,Libya,Africa North,Dismissed,Female,8
2011-07-01,2011,3,Libya,Africa North,Dismissed,Male,126
2011-07-01,2011,3,Libya,Africa North,Withdrawn,Female,4
2011-07-01,2011,3,Libya,Africa North,Withdrawn,Male,20
2011-07-01,2011,3,Macedonia,Europe Other,Dismissed,Male,1
2011-07-01,2011,3,Malawi,Africa Sub-Saharan,Allowed,Female,1
2011-07-01,2011,3,Malawi,Africa Sub-Saharan,Allowed,Male,3
2011-07-01,2011,3,Malawi,Africa Sub-Saharan,Dismissed,Female,8
2011-07-01,2011,3,Malawi,Africa Sub-Saharan,Dismissed,Male,4
2011-07-01,2011,3,Malawi,Africa Sub-Saharan,Withdrawn,Female,2
2011-07-01,2011,3,Malaysia,Asia South East,Dismissed,Female,6
2011-07-01,2011,3,Malaysia,Asia South East,Dismissed,Male,2
2011-07-01,2011,3,Mauritius,Africa Sub-Saharan,Allowed,Female,1
2011-07-01,2011,3,Mauritius,Africa Sub-Saharan,Allowed,Male,1
2011-07-01,2011,3,Mauritius,Africa Sub-Saharan,Dismissed,Female,2
2011-07-01,2011,3,Mexico,America Central and South,Dismissed,Female,1
2011-07-01,2011,3,Mexico,America Central and South,Dismissed,Male,2
2011-07-01,2011,3,Mongolia,Asia East,Dismissed,Female,3
2011-07-01,2011,3,Morocco,Africa North,Allowed,Female,1
2011-07-01,2011,3,Morocco,Africa North,Dismissed,Female,2
2011-07-01,2011,3,Morocco,Africa North,Dismissed,Male,3
2011-07-01,2011,3,Namibia,Africa Sub-Saharan,Dismissed,Female,2
2011-07-01,2011,3,Namibia,Africa Sub-Saharan,Dismissed,Male,2
2011-07-01,2011,3,Nauru,Oceania,Dismissed,Male,1
2011-07-01,2011,3,Nepal,Asia South,Dismissed,Female,1
2011-07-01,2011,3,Nepal,Asia South,Dismissed,Male,3
2011-07-01,2011,3,Nigeria,Africa Sub-Saharan,Allowed,Female,10
2011-07-01,2011,3,Nigeria,Africa Sub-Saharan,Allowed,Male,5
2011-07-01,2011,3,Nigeria,Africa Sub-Saharan,Dismissed,Female,34
2011-07-01,2011,3,Nigeria,Africa Sub-Saharan,Dismissed,Male,25
2011-07-01,2011,3,Nigeria,Africa Sub-Saharan,Withdrawn,Female,3
2011-07-01,2011,3,Nigeria,Africa Sub-Saharan,Withdrawn,Male,2
2011-07-01,2011,3,Occupied Palestinian Territories,Middle East,Allowed,Female,1
2011-07-01,2011,3,Occupied Palestinian Territories,Middle East,Allowed,Male,4
2011-07-01,2011,3,Occupied Palestinian Territories,Middle East,Dismissed,Female,1
2011-07-01,2011,3,Occupied Palestinian Territories,Middle East,Dismissed,Male,23
2011-07-01,2011,3,Occupied Palestinian Territories,Middle East,Dismissed,Unknown Sex,1
2011-07-01,2011,3,Occupied Palestinian Territories,Middle East,Withdrawn,Male,2
2011-07-01,2011,3,Oman,Middle East,Dismissed,Female,1
2011-07-01,2011,3,Other and unknown,Other,Dismissed,Male,1
2011-07-01,2011,3,Pakistan,Asia South,Allowed,Female,19
2011-07-01,2011,3,Pakistan,Asia South,Allowed,Male,31
2011-07-01,2011,3,Pakistan,Asia South,Dismissed,Female,80
2011-07-01,2011,3,Pakistan,Asia South,Dismissed,Male,215
2011-07-01,2011,3,Pakistan,Asia South,Withdrawn,Female,5
2011-07-01,2011,3,Pakistan,Asia South,Withdrawn,Male,11
2011-07-01,2011,3,Philippines,Asia South East,Dismissed,Female,3
2011-07-01,2011,3,Poland,EU 8,Dismissed,Male,1
2011-07-01,2011,3,Refugee,Other,Allowed,Female,1
2011-07-01,2011,3,Refugee,Other,Allowed,Male,7
2011-07-01,2011,3,Russia,Europe Other,Allowed,Female,2
2011-07-01,2011,3,Russia,Europe Other,Allowed,Male,1
2011-07-01,2011,3,Russia,Europe Other,Dismissed,Female,2
2011-07-01,2011,3,Russia,Europe Other,Dismissed,Male,2
2011-07-01,2011,3,Rwanda,Africa Sub-Saharan,Allowed,Male,1
2011-07-01,2011,3,Rwanda,Africa Sub-Saharan,Withdrawn,Female,1
2011-07-01,2011,3,Saudi Arabia,Middle East,Dismissed,Male,1
2011-07-01,2011,3,Senegal,Africa Sub-Saharan,Dismissed,Female,1
2011-07-01,2011,3,Senegal,Africa Sub-Saharan,Dismissed,Male,10
2011-07-01,2011,3,Senegal,Africa Sub-Saharan,Withdrawn,Female,1
2011-07-01,2011,3,Sierra Leone,Africa Sub-Saharan,Allowed,Male,2
2011-07-01,2011,3,Sierra Leone,Africa Sub-Saharan,Dismissed,Female,8
2011-07-01,2011,3,Sierra Leone,Africa Sub-Saharan,Dismissed,Male,3
2011-07-01,2011,3,Sierra Leone,Africa Sub-Saharan,Withdrawn,Female,2
2011-07-01,2011,3,Somalia,Africa Sub-Saharan,Allowed,Female,15
2011-07-01,2011,3,Somalia,Africa Sub-Saharan,Allowed,Male,15
2011-07-01,2011,3,Somalia,Africa Sub-Saharan,Dismissed,Female,8
2011-07-01,2011,3,Somalia,Africa Sub-Saharan,Dismissed,Male,9
2011-07-01,2011,3,Somalia,Africa Sub-Saharan,Withdrawn,Female,5
2011-07-01,2011,3,Somalia,Africa Sub-Saharan,Withdrawn,Male,5
2011-07-01,2011,3,South Africa,Africa Sub-Saharan,Allowed,Female,2
2011-07-01,2011,3,South Africa,Africa Sub-Saharan,Dismissed,Female,3
2011-07-01,2011,3,South Africa,Africa Sub-Saharan,Dismissed,Male,3
2011-07-01,2011,3,South Africa,Africa Sub-Saharan,Withdrawn,Female,1
2011-07-01,2011,3,Sri Lanka,Asia South,Allowed,Female,13
2011-07-01,2011,3,Sri Lanka,Asia South,Allowed,Male,108
2011-07-01,2011,3,Sri Lanka,Asia South,Dismissed,Female,31
2011-07-01,2011,3,Sri Lanka,Asia South,Dismissed,Male,152
2011-07-01,2011,3,Sri Lanka,Asia South,Dismissed,Unknown Sex,1
2011-07-01,2011,3,Sri Lanka,Asia South,Withdrawn,Female,3
2011-07-01,2011,3,Sri Lanka,Asia South,Withdrawn,Male,8
2011-07-01,2011,3,St. Vincent and the Grenadines,America Central and South,Dismissed,Male,2
2011-07-01,2011,3,Stateless,Other,Allowed,Male,4
2011-07-01,2011,3,Stateless,Other,Dismissed,Female,2
2011-07-01,2011,3,Stateless,Other,Dismissed,Male,8
2011-07-01,2011,3,Sudan,Africa North,Allowed,Female,2
2011-07-01,2011,3,Sudan,Africa North,Allowed,Male,15
2011-07-01,2011,3,Sudan,Africa North,Dismissed,Female,1
2011-07-01,2011,3,Sudan,Africa North,Dismissed,Male,13
2011-07-01,2011,3,Sudan,Africa North,Withdrawn,Male,2
2011-07-01,2011,3,Surinam,America Central and South,Dismissed,Male,1
2011-07-01,2011,3,Syria,Middle East,Allowed,Female,1
2011-07-01,2011,3,Syria,Middle East,Allowed,Male,11
2011-07-01,2011,3,Syria,Middle East,Dismissed,Female,1
2011-07-01,2011,3,Syria,Middle East,Dismissed,Male,17
2011-07-01,2011,3,Syria,Middle East,Withdrawn,Male,1
2011-07-01,2011,3,Tanzania,Africa Sub-Saharan,Allowed,Male,1
2011-07-01,2011,3,Tanzania,Africa Sub-Saharan,Dismissed,Female,5
2011-07-01,2011,3,Tanzania,Africa Sub-Saharan,Withdrawn,Female,1
2011-07-01,2011,3,Tanzania,Africa Sub-Saharan,Withdrawn,Male,3
2011-07-01,2011,3,Trinidad and Tobago,America Central and South,Dismissed,Male,2
2011-07-01,2011,3,Tunisia,Africa North,Allowed,Female,1
2011-07-01,2011,3,Tunisia,Africa North,Allowed,Male,1
2011-07-01,2011,3,Tunisia,Africa North,Dismissed,Male,4
2011-07-01,2011,3,Turkey,Europe Other,Allowed,Female,3
2011-07-01,2011,3,Turkey,Europe Other,Allowed,Male,9
2011-07-01,2011,3,Turkey,Europe Other,Dismissed,Female,3
2011-07-01,2011,3,Turkey,Europe Other,Dismissed,Male,17
2011-07-01,2011,3,Turkey,Europe Other,Withdrawn,Male,3
2011-07-01,2011,3,Uganda,Africa Sub-Saharan,Allowed,Female,2
2011-07-01,2011,3,Uganda,Africa Sub-Saharan,Allowed,Male,3
2011-07-01,2011,3,Uganda,Africa Sub-Saharan,Dismissed,Female,4
2011-07-01,2011,3,Uganda,Africa Sub-Saharan,Dismissed,Male,11
2011-07-01,2011,3,Uganda,Africa Sub-Saharan,Withdrawn,Female,2
2011-07-01,2011,3,Uganda,Africa Sub-Saharan,Withdrawn,Male,1
2011-07-01,2011,3,Ukraine,Europe Other,Dismissed,Male,2
2011-07-01,2011,3,United States,America North,Dismissed,Male,1
2011-07-01,2011,3,Uzbekistan,Asia Central,Dismissed,Male,1
2011-07-01,2011,3,Venezuela,America Central and South,Dismissed,Male,1
2011-07-01,2011,3,Vietnam,Asia South East,Allowed,Female,3
2011-07-01,2011,3,Vietnam,Asia South East,Allowed,Male,3
2011-07-01,2011,3,Vietnam,Asia South East,Dismissed,Female,2
2011-07-01,2011,3,Vietnam,Asia South East,Dismissed,Male,3
2011-07-01,2011,3,Vietnam,Asia South East,Withdrawn,Female,1
2011-07-01,2011,3,Yemen,Middle East,Allowed,Female,2
2011-07-01,2011,3,Yemen,Middle East,Dismissed,Female,1
2011-07-01,2011,3,Yemen,Middle East,Dismissed,Male,2
2011-07-01,2011,3,Zambia,Africa Sub-Saharan,Dismissed,Female,2
2011-07-01,2011,3,Zimbabwe,Africa Sub-Saharan,Allowed,Female,22
2011-07-01,2011,3,Zimbabwe,Africa Sub-Saharan,Allowed,Male,17
2011-07-01,2011,3,Zimbabwe,Africa Sub-Saharan,Dismissed,Female,47
2011-07-01,2011,3,Zimbabwe,Africa Sub-Saharan,Dismissed,Male,34
2011-07-01,2011,3,Zimbabwe,Africa Sub-Saharan,Withdrawn,Female,1
2011-07-01,2011,3,Zimbabwe,Africa Sub-Saharan,Withdrawn,Male,7
2011-10-01,2011,4,Afghanistan,Asia Central,Allowed,Female,6
2011-10-01,2011,4,Afghanistan,Asia Central,Allowed,Male,44
2011-10-01,2011,4,Afghanistan,Asia Central,Dismissed,Female,5
2011-10-01,2011,4,Afghanistan,Asia Central,Dismissed,Male,144
2011-10-01,2011,4,Afghanistan,Asia Central,Withdrawn,Male,14
2011-10-01,2011,4,Albania,Europe Other,Allowed,Female,6
2011-10-01,2011,4,Albania,Europe Other,Allowed,Male,5
2011-10-01,2011,4,Albania,Europe Other,Dismissed,Female,3
2011-10-01,2011,4,Albania,Europe Other,Dismissed,Male,15
2011-10-01,2011,4,Albania,Europe Other,Withdrawn,Male,1
2011-10-01,2011,4,Algeria,Africa North,Allowed,Male,2
2011-10-01,2011,4,Algeria,Africa North,Dismissed,Male,24
2011-10-01,2011,4,Algeria,Africa North,Withdrawn,Male,2
2011-10-01,2011,4,Angola,Africa Sub-Saharan,Allowed,Female,2
2011-10-01,2011,4,Angola,Africa Sub-Saharan,Allowed,Male,1
2011-10-01,2011,4,Angola,Africa Sub-Saharan,Dismissed,Male,3
2011-10-01,2011,4,Angola,Africa Sub-Saharan,Withdrawn,Male,1
2011-10-01,2011,4,Armenia,Europe Other,Allowed,Male,1
2011-10-01,2011,4,Armenia,Europe Other,Withdrawn,Female,1
2011-10-01,2011,4,Armenia,Europe Other,Withdrawn,Male,1
2011-10-01,2011,4,Azerbaijan,Europe Other,Dismissed,Female,3
2011-10-01,2011,4,Bahrain,Middle East,Allowed,Male,3
2011-10-01,2011,4,Bahrain,Middle East,Dismissed,Male,2
2011-10-01,2011,4,Bahrain,Middle East,Withdrawn,Male,2
2011-10-01,2011,4,Bangladesh,Asia South,Allowed,Female,1
2011-10-01,2011,4,Bangladesh,Asia South,Allowed,Male,2
2011-10-01,2011,4,Bangladesh,Asia South,Dismissed,Female,3
2011-10-01,2011,4,Bangladesh,Asia South,Dismissed,Male,44
2011-10-01,2011,4,Bangladesh,Asia South,Withdrawn,Female,2
2011-10-01,2011,4,Bangladesh,Asia South,Withdrawn,Male,3
2011-10-01,2011,4,Belarus,Europe Other,Dismissed,Male,1
2011-10-01,2011,4,Bhutan,Asia South,Dismissed,Male,1
2011-10-01,2011,4,Bosnia and Herzegovina,Europe Other,Withdrawn,Female,1
2011-10-01,2011,4,British overseas citizens,Other,Dismissed,Female,1
2011-10-01,2011,4,Burkina,Africa Sub-Saharan,Allowed,Male,1
2011-10-01,2011,4,Burma,Asia South East,Allowed,Female,1
2011-10-01,2011,4,Burma,Asia South East,Allowed,Male,3
2011-10-01,2011,4,Burma,Asia South East,Dismissed,Female,2
2011-10-01,2011,4,Burma,Asia South East,Dismissed,Male,1
2011-10-01,2011,4,Cameroon,Africa Sub-Saharan,Allowed,Female,2
2011-10-01,2011,4,Cameroon,Africa Sub-Saharan,Allowed,Male,1
2011-10-01,2011,4,Cameroon,Africa Sub-Saharan,Dismissed,Female,2
2011-10-01,2011,4,Cameroon,Africa Sub-Saharan,Dismissed,Male,3
2011-10-01,2011,4,China,Asia East,Allowed,Female,11
2011-10-01,2011,4,China,Asia East,Allowed,Male,6
2011-10-01,2011,4,China,Asia East,Dismissed,Female,42
2011-10-01,2011,4,China,Asia East,Dismissed,Male,26
2011-10-01,2011,4,China,Asia East,Withdrawn,Female,5
2011-10-01,2011,4,China,Asia East,Withdrawn,Male,4
2011-10-01,2011,4,Colombia,America Central and South,Dismissed,Male,1
2011-10-01,2011,4,Congo,Africa Sub-Saharan,Allowed,Male,1
2011-10-01,2011,4,Congo (Democratic Republic),Africa Sub-Saharan,Allowed,Female,4
2011-10-01,2011,4,Congo (Democratic Republic),Africa Sub-Saharan,Allowed,Male,3
2011-10-01,2011,4,Congo (Democratic Republic),Africa Sub-Saharan,Dismissed,Female,4
2011-10-01,2011,4,Congo (Democratic Republic),Africa Sub-Saharan,Dismissed,Male,7
2011-10-01,2011,4,Congo (Democratic Republic),Africa Sub-Saharan,Withdrawn,Female,1
2011-10-01,2011,4,Ecuador,America Central and South,Dismissed,Male,1
2011-10-01,2011,4,Egypt,Africa North,Allowed,Male,5
2011-10-01,2011,4,Egypt,Africa North,Dismissed,Female,3
2011-10-01,2011,4,Egypt,Africa North,Dismissed,Male,12
2011-10-01,2011,4,Egypt,Africa North,Withdrawn,Male,3
2011-10-01,2011,4,Eritrea,Africa Sub-Saharan,Allowed,Female,9
2011-10-01,2011,4,Eritrea,Africa Sub-Saharan,Allowed,Male,9
2011-10-01,2011,4,Eritrea,Africa Sub-Saharan,Dismissed,Female,12
2011-10-01,2011,4,Eritrea,Africa Sub-Saharan,Dismissed,Male,12
2011-10-01,2011,4,Eritrea,Africa Sub-Saharan,Withdrawn,Female,1
2011-10-01,2011,4,Ethiopia,Africa Sub-Saharan,Allowed,Female,3
2011-10-01,2011,4,Ethiopia,Africa Sub-Saharan,Allowed,Male,2
2011-10-01,2011,4,Ethiopia,Africa Sub-Saharan,Dismissed,Female,6
2011-10-01,2011,4,Ethiopia,Africa Sub-Saharan,Dismissed,Male,3
2011-10-01,2011,4,Ethiopia,Africa Sub-Saharan,Withdrawn,Male,1
2011-10-01,2011,4,"Gambia, The",Africa Sub-Saharan,Allowed,Female,5
2011-10-01,2011,4,"Gambia, The",Africa Sub-Saharan,Allowed,Male,2
2011-10-01,2011,4,"Gambia, The",Africa Sub-Saharan,Dismissed,Female,9
2011-10-01,2011,4,"Gambia, The",Africa Sub-Saharan,Dismissed,Male,11
2011-10-01,2011,4,"Gambia, The",Africa Sub-Saharan,Withdrawn,Female,4
2011-10-01,2011,4,Georgia,Europe Other,Dismissed,Male,2
2011-10-01,2011,4,Ghana,Africa Sub-Saharan,Allowed,Male,1
2011-10-01,2011,4,Ghana,Africa Sub-Saharan,Dismissed,Female,4
2011-10-01,2011,4,Ghana,Africa Sub-Saharan,Dismissed,Male,5
2011-10-01,2011,4,Grenada,America Central and South,Dismissed,Male,2
2011-10-01,2011,4,Guinea,Africa Sub-Saharan,Allowed,Male,1
2011-10-01,2011,4,Guinea,Africa Sub-Saharan,Dismissed,Female,3
2011-10-01,2011,4,Guinea,Africa Sub-Saharan,Withdrawn,Female,1
2011-10-01,2011,4,India,Asia South,Allowed,Female,1
2011-10-01,2011,4,India,Asia South,Allowed,Male,2
2011-10-01,2011,4,India,Asia South,Dismissed,Female,3
2011-10-01,2011,4,India,Asia South,Dismissed,Male,10
2011-10-01,2011,4,India,Asia South,Withdrawn,Male,1
2011-10-01,2011,4,Indonesia,Asia South East,Dismissed,Male,1
2011-10-01,2011,4,Iran,Middle East,Allowed,Female,14
2011-10-01,2011,4,Iran,Middle East,Allowed,Male,80
2011-10-01,2011,4,Iran,Middle East,Dismissed,Female,17
2011-10-01,2011,4,Iran,Middle East,Dismissed,Male,120
2011-10-01,2011,4,Iran,Middle East,Dismissed,Unknown Sex,1
2011-10-01,2011,4,Iran,Middle East,Withdrawn,Female,2
2011-10-01,2011,4,Iran,Middle East,Withdrawn,Male,11
2011-10-01,2011,4,Iraq,Middle East,Allowed,Female,4
2011-10-01,2011,4,Iraq,Middle East,Allowed,Male,14
2011-10-01,2011,4,Iraq,Middle East,Dismissed,Female,3
2011-10-01,2011,4,Iraq,Middle East,Dismissed,Male,30
2011-10-01,2011,4,Iraq,Middle East,Withdrawn,Male,5
2011-10-01,2011,4,Ivory Coast,Africa Sub-Saharan,Allowed,Female,2
2011-10-01,2011,4,Ivory Coast,Africa Sub-Saharan,Allowed,Male,1
2011-10-01,2011,4,Ivory Coast,Africa Sub-Saharan,Dismissed,Female,4
2011-10-01,2011,4,Ivory Coast,Africa Sub-Saharan,Dismissed,Male,4
2011-10-01,2011,4,Ivory Coast,Africa Sub-Saharan,Withdrawn,Male,1
2011-10-01,2011,4,Jamaica,America Central and South,Allowed,Female,1
2011-10-01,2011,4,Jamaica,America Central and South,Dismissed,Female,2
2011-10-01,2011,4,Jamaica,America Central and South,Dismissed,Male,4
2011-10-01,2011,4,Jamaica,America Central and South,Withdrawn,Female,1
2011-10-01,2011,4,Jamaica,America Central and South,Withdrawn,Male,1
2011-10-01,2011,4,Jordan,Middle East,Dismissed,Male,2
2011-10-01,2011,4,Kenya,Africa Sub-Saharan,Dismissed,Female,6
2011-10-01,2011,4,Kenya,Africa Sub-Saharan,Dismissed,Male,4
2011-10-01,2011,4,Korea (North),Asia East,Allowed,Male,1
2011-10-01,2011,4,Korea (North),Asia East,Dismissed,Male,1
2011-10-01,2011,4,Korea (North),Asia East,Withdrawn,Male,1
2011-10-01,2011,4,Kosovo,Europe Other,Withdrawn,Male,1
2011-10-01,2011,4,Kuwait,Middle East,Allowed,Male,1
2011-10-01,2011,4,Kuwait,Middle East,Dismissed,Male,2
2011-10-01,2011,4,Kyrgyzstan,Asia Central,Dismissed,Male,1
2011-10-01,2011,4,Lebanon,Middle East,Allowed,Female,1
2011-10-01,2011,4,Lebanon,Middle East,Allowed,Male,1
2011-10-01,2011,4,Lebanon,Middle East,Dismissed,Female,1
2011-10-01,2011,4,Lebanon,Middle East,Dismissed,Male,5
2011-10-01,2011,4,Libya,Africa North,Allowed,Female,1
2011-10-01,2011,4,Libya,Africa North,Allowed,Male,6
2011-10-01,2011,4,Libya,Africa North,Dismissed,Male,72
2011-10-01,2011,4,Libya,Africa North,Withdrawn,Female,1
2011-10-01,2011,4,Libya,Africa North,Withdrawn,Male,11
2011-10-01,2011,4,Malawi,Africa Sub-Saharan,Allowed,Female,2
2011-10-01,2011,4,Malawi,Africa Sub-Saharan,Allowed,Male,1
2011-10-01,2011,4,Malawi,Africa Sub-Saharan,Dismissed,Female,4
2011-10-01,2011,4,Malawi,Africa Sub-Saharan,Dismissed,Male,5
2011-10-01,2011,4,Malawi,Africa Sub-Saharan,Withdrawn,Female,1
2011-10-01,2011,4,Malaysia,Asia South East,Allowed,Male,1
2011-10-01,2011,4,Malaysia,Asia South East,Dismissed,Female,2
2011-10-01,2011,4,Malaysia,Asia South East,Dismissed,Male,1
2011-10-01,2011,4,Mauritius,Africa Sub-Saharan,Dismissed,Female,1
2011-10-01,2011,4,Mauritius,Africa Sub-Saharan,Dismissed,Male,2
2011-10-01,2011,4,Mongolia,Asia East,Allowed,Male,1
2011-10-01,2011,4,Mongolia,Asia East,Dismissed,Female,2
2011-10-01,2011,4,Mongolia,Asia East,Dismissed,Male,1
2011-10-01,2011,4,Mongolia,Asia East,Withdrawn,Female,1
2011-10-01,2011,4,Morocco,Africa North,Dismissed,Female,1
2011-10-01,2011,4,Morocco,Africa North,Dismissed,Male,3
2011-10-01,2011,4,Namibia,Africa Sub-Saharan,Dismissed,Female,1
2011-10-01,2011,4,Namibia,Africa Sub-Saharan,Withdrawn,Male,2
2011-10-01,2011,4,Nepal,Asia South,Allowed,Female,1
2011-10-01,2011,4,Nepal,Asia South,Dismissed,Female,1
2011-10-01,2011,4,Nigeria,Africa Sub-Saharan,Allowed,Female,7
2011-10-01,2011,4,Nigeria,Africa Sub-Saharan,Allowed,Male,3
2011-10-01,2011,4,Nigeria,Africa Sub-Saharan,Dismissed,Female,34
2011-10-01,2011,4,Nigeria,Africa Sub-Saharan,Dismissed,Male,18
2011-10-01,2011,4,Nigeria,Africa Sub-Saharan,Withdrawn,Female,4
2011-10-01,2011,4,Nigeria,Africa Sub-Saharan,Withdrawn,Male,3
2011-10-01,2011,4,Occupied Palestinian Territories,Middle East,Allowed,Male,1
2011-10-01,2011,4,Occupied Palestinian Territories,Middle East,Dismissed,Male,17
2011-10-01,2011,4,Other and unknown,Other,Dismissed,Male,1
2011-10-01,2011,4,Pakistan,Asia South,Allowed,Female,33
2011-10-01,2011,4,Pakistan,Asia South,Allowed,Male,32
2011-10-01,2011,4,Pakistan,Asia South,Dismissed,Female,87
2011-10-01,2011,4,Pakistan,Asia South,Dismissed,Male,154
2011-10-01,2011,4,Pakistan,Asia South,Withdrawn,Female,4
2011-10-01,2011,4,Pakistan,Asia South,Withdrawn,Male,10
2011-10-01,2011,4,Refugee,Other,Allowed,Male,3
2011-10-01,2011,4,Refugee,Other,Dismissed,Male,1
2011-10-01,2011,4,Russia,Europe Other,Allowed,Male,1
2011-10-01,2011,4,Russia,Europe Other,Dismissed,Female,1
2011-10-01,2011,4,Russia,Europe Other,Dismissed,Male,3
2011-10-01,2011,4,Russia,Europe Other,Withdrawn,Female,2
2011-10-01,2011,4,Russia,Europe Other,Withdrawn,Male,1
2011-10-01,2011,4,Rwanda,Africa Sub-Saharan,Allowed,Female,2
2011-10-01,2011,4,Rwanda,Africa Sub-Saharan,Withdrawn,Male,1
2011-10-01,2011,4,Saudi Arabia,Middle East,Dismissed,Male,1
2011-10-01,2011,4,Senegal,Africa Sub-Saharan,Dismissed,Female,1
2011-10-01,2011,4,Senegal,Africa Sub-Saharan,Dismissed,Male,1
2011-10-01,2011,4,Seychelles,Africa Sub-Saharan,Withdrawn,Female,1
2011-10-01,2011,4,Sierra Leone,Africa Sub-Saharan,Allowed,Female,2
2011-10-01,2011,4,Sierra Leone,Africa Sub-Saharan,Dismissed,Female,3
2011-10-01,2011,4,Sierra Leone,Africa Sub-Saharan,Dismissed,Male,2
2011-10-01,2011,4,Somalia,Africa Sub-Saharan,Allowed,Female,9
2011-10-01,2011,4,Somalia,Africa Sub-Saharan,Allowed,Male,2
2011-10-01,2011,4,Somalia,Africa Sub-Saharan,Dismissed,Female,4
